Conference,Score
Pacific-10 Conference,32.8
Big 12 Conference,31.4
Atlantic Coast Conference,30.2
Big Ten Conference,27.7
Southeastern Conference,27.2
Mountain West Conference,24.2
Independent,21.4
Big East Conference,20.4
Western Athletic Conference,19.7
Conference USA,19.7
Mid-American Conference,11.2
Sun Belt Conference,7.8
FCS,1.5
