Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,1,1,0,74.5,69.8,20.3
california,3,3,0,70.6,72.9,22.5
arizona-state,16,16,0,40.3,45.1,18.3
oregon-state,34,34,0,29.8,40.6,13.1
ucla,35,35,0,29.8,40.5,17.8
oregon,47,47,0,24.7,37.6,15.8
washington-state,61,60,-1,21.2,30.1,10.8
stanford,68,69,1,19.6,33.6,15.0
arizona,77,77,0,14.7,28.8,15.8
washington,101,101,0,6.6,17.6,10.9
virginia-tech,9,9,0,52.4,54.5,15.4
florida-state,13,13,0,43.8,50.3,15.9
miami-fl,12,12,0,44.1,50.8,15.4
virginia,11,11,0,46.3,54.1,17.0
north-carolina,42,42,0,25.3,32.1,15.8
georgia-tech,39,39,0,27.1,35.6,14.0
clemson,44,44,0,25.2,31.8,12.9
maryland,66,65,-1,20.7,29.0,10.5
north-carolina-state,45,45,0,25.0,38.1,12.9
wake-forest,73,73,0,18.1,29.9,11.6
duke,100,100,0,6.7,9.9,7.6
colorado,40,40,0,26.1,31.0,12.5
iowa-state,53,52,-1,22.5,26.9,14.8
missouri,56,56,0,22.3,32.3,11.7
nebraska,55,54,-1,22.4,32.7,10.3
kansas,65,64,-1,20.7,36.4,13.6
kansas-state,69,68,-1,19.6,33.6,14.2
oklahoma,2,2,0,74.2,69.5,19.2
texas,4,4,0,68.6,70.5,19.6
texas-tech,25,25,0,34.3,41.9,15.8
texas-am,18,18,0,39.9,51.2,21.6
oklahoma-state,17,17,0,40.1,51.5,16.6
baylor,93,93,0,8.7,10.7,18.3
iowa,20,20,0,39.5,38.5,13.5
michigan,15,15,0,41.6,41.3,13.7
wisconsin,21,21,0,38.9,37.6,14.2
northwestern,52,53,1,22.6,29.8,11.7
ohio-state,30,30,0,31.3,36.8,11.7
purdue,22,22,0,36.5,45.5,13.5
michigan-state,63,62,-1,21.0,32.7,16.8
minnesota,32,32,0,30.2,41.3,13.0
penn-state,75,75,0,17.6,28.7,11.0
illinois,87,87,0,10.1,14.8,11.3
indiana,86,85,-1,10.5,16.1,11.1
tennessee,26,26,0,34.1,34.3,13.3
georgia,14,14,0,42.5,42.6,16.8
florida,29,29,0,31.8,37.7,11.4
south-carolina,46,46,0,24.7,31.1,12.8
kentucky,106,105,-1,5.5,5.4,7.0
vanderbilt,98,98,0,7.5,12.8,10.9
auburn,8,8,0,56.3,49.1,16.9
louisiana-state,10,10,0,46.8,48.4,13.3
alabama,37,37,0,28.4,38.0,13.0
arkansas,49,49,0,24.2,36.6,12.5
mississippi,78,79,1,14.1,20.0,9.8
mississippi-state,91,92,1,8.9,11.3,13.5
utah,5,5,0,64.3,58.8,19.4
new-mexico,27,27,0,32.6,38.9,12.2
brigham-young,62,61,-1,21.2,30.0,14.6
wyoming,67,66,-1,20.1,22.3,11.9
air-force,57,57,0,22.1,32.0,12.4
colorado-state,83,82,-1,12.9,16.9,11.3
san-diego-state,76,76,0,15.0,22.2,9.6
nevada-las-vegas,94,94,0,8.2,15.4,10.9
boston-college,38,38,0,27.3,25.6,10.0
pittsburgh,48,48,0,24.5,21.3,9.1
west-virginia,23,23,0,35.0,37.1,12.7
syracuse,58,58,0,21.7,25.4,10.9
connecticut,60,59,-1,21.3,20.2,8.3
rutgers,95,95,0,8.2,5.1,9.1
temple,104,104,0,5.8,6.3,10.3
boise-state,7,7,0,60.3,54.2,16.4
texas-el-paso,31,31,0,30.4,30.3,20.2
fresno-state,19,19,0,39.5,44.0,16.6
louisiana-tech,71,70,-1,18.8,22.4,12.2
hawaii,88,88,0,9.9,2.3,6.5
nevada,90,90,0,9.4,6.1,9.4
tulsa,84,84,0,10.8,13.4,9.1
southern-methodist,103,103,0,5.8,2.0,10.2
rice,80,81,1,13.9,26.2,11.7
san-jose-state,110,110,0,3.8,-1.2,10.9
louisville,6,6,0,62.6,62.9,21.2
memphis,33,33,0,30.0,29.7,10.1
cincinnati,54,55,1,22.5,26.9,14.1
southern-mississippi,59,67,8,21.5,22.9,10.3
alabama-birmingham,50,50,0,23.5,23.9,12.2
texas-christian,70,71,1,19.0,25.4,9.5
tulane,85,86,1,10.5,7.2,14.5
south-florida,81,83,2,13.0,17.2,11.7
houston,89,89,0,9.5,13.3,10.6
army,105,106,1,5.6,5.5,17.0
east-carolina,112,112,0,3.0,-4.2,10.3
navy,24,24,0,34.5,31.6,10.0
notre-dame,36,36,0,29.0,39.0,14.2
florida-am,121,121,0,0.0,-15.3,18.1
miami-oh,64,63,-1,20.9,18.1,9.7
akron,99,99,0,7.0,-2.2,10.8
marshall,72,72,0,18.1,18.7,8.6
kent-state,79,80,1,14.0,14.6,14.1
ohio,96,97,1,7.6,3.8,6.7
buffalo,114,114,0,1.6,-9.2,9.3
central-florida,118,118,0,0.8,-9.6,7.7
toledo,51,51,0,23.0,18.1,14.0
northern-illinois,43,43,0,25.2,22.5,12.1
bowling-green-state,28,28,0,32.4,33.2,12.9
eastern-michigan,111,111,0,3.1,-7.5,9.9
central-michigan,107,108,1,5.3,-2.0,11.0
ball-state,116,116,0,1.4,-9.9,6.0
western-michigan,120,120,0,0.6,-12.4,6.3
north-texas,82,78,-4,13.0,7.7,11.8
troy,41,41,0,25.3,26.8,11.6
new-mexico-state,92,91,-1,8.8,3.5,8.3
louisiana-monroe,102,102,0,6.1,-2.3,9.0
florida-atlantic,74,74,0,17.6,10.3,6.5
middle-tennessee-state,97,96,-1,7.5,0.8,7.7
arkansas-state,109,109,0,4.0,-3.3,9.2
louisiana-lafayette,108,107,-1,5.3,-2.1,9.4
utah-state,113,113,0,2.8,-7.0,6.4
idaho,117,117,0,1.4,-11.0,8.6
florida-international,119,119,0,0.7,-13.5,5.2
fcs,115,115,0,1.5,-6.2,10.4
