Conference,Score
Big 12 Conference,32.2
Pacific-10 Conference,32.1
Atlantic Coast Conference,30.6
Big Ten Conference,27.7
Southeastern Conference,26.9
Mountain West Conference,24.0
Independent,21.2
Big East Conference,20.4
Conference USA,19.8
Western Athletic Conference,19.7
Mid-American Conference,11.3
Sun Belt Conference,7.8
FCS,1.5
