Conference,Score
Big Ten Conference,44.5
Big 12 Conference,44.4
Pacific-10 Conference,41.0
Southeastern Conference,40.9
Atlantic Coast Conference,40.3
Big East Conference,37.1
Conference USA,32.9
Mountain West Conference,32.5
Western Athletic Conference,32.4
Independent,27.6
Sun Belt Conference,24.3
Mid-American Conference,20.3
FCS,2.7
