Conference,Score
Big 12 Conference,35.2
Pacific-10 Conference,34.5
Atlantic Coast Conference,32.5
Big Ten Conference,30.9
Southeastern Conference,30.6
Mountain West Conference,25.3
Independent,23.3
Big East Conference,22.2
Conference USA,21.0
Western Athletic Conference,19.7
Mid-American Conference,12.4
Sun Belt Conference,8.8
FCS,1.2
