Conference,Score
Big 12 Conference,35.3
Pacific-10 Conference,35.2
Atlantic Coast Conference,31.8
Big Ten Conference,30.5
Southeastern Conference,30.4
Mountain West Conference,25.8
Big East Conference,22.7
Conference USA,21.8
Independent,20.8
Western Athletic Conference,20.2
Mid-American Conference,13.5
Sun Belt Conference,9.6
FCS,1.5
