Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,2,2,0,59.1,51.6,20.2
california,4,4,0,58.1,54.1,18.7
arizona-state,12,12,0,48.6,35.2,12.6
oregon-state,77,66,-11,15.7,19.7,11.7
ucla,37,46,9,31.4,23.0,6.3
oregon,73,69,-4,16.4,16.6,6.7
washington-state,42,42,0,27.8,17.2,9.7
stanford,34,38,4,33.2,25.9,9.8
arizona,82,85,3,13.4,8.6,4.0
washington,98,102,4,6.8,0.1,5.5
virginia-tech,32,41,9,33.9,33.7,15.4
florida-state,16,22,6,42.3,40.5,14.6
miami-fl,9,8,-1,50.8,40.5,15.3
virginia,10,7,-3,49.4,38.6,13.8
north-carolina,79,73,-6,14.2,4.7,3.2
georgia-tech,64,58,-6,18.7,10.1,8.4
clemson,81,84,3,14.1,10.3,8.6
maryland,28,27,-1,34.6,28.1,10.6
north-carolina-state,29,33,4,34.3,27.7,9.2
wake-forest,46,40,-6,26.4,20.3,8.0
duke,92,108,16,8.7,-1.2,3.8
colorado,44,32,-12,26.7,15.5,7.7
iowa-state,67,59,-8,17.8,8.4,6.1
missouri,27,37,10,34.8,28.4,10.1
nebraska,22,30,8,36.6,31.4,13.3
kansas,57,53,-4,21.7,21.6,8.0
kansas-state,60,52,-8,20.7,14.2,14.3
oklahoma,3,3,0,58.3,50.5,18.6
texas,1,1,0,60.0,52.8,24.2
texas-tech,41,35,-6,27.8,22.9,7.8
texas-am,23,36,13,36.0,30.4,12.1
oklahoma-state,8,9,1,51.5,41.4,13.4
baylor,96,98,2,7.4,-12.4,10.9
iowa,47,51,4,26.3,20.2,13.5
michigan,19,21,2,39.9,32.5,16.5
wisconsin,18,20,2,41.3,25.9,9.6
northwestern,56,71,15,22.4,23.2,7.9
ohio-state,30,19,-11,34.2,27.5,12.4
purdue,5,6,1,54.8,45.8,18.5
michigan-state,75,67,-8,16.2,9.1,7.8
minnesota,6,5,-1,54.2,42.4,16.9
penn-state,63,56,-7,19.4,16.3,9.0
illinois,78,70,-8,15.1,6.8,3.7
indiana,83,78,-5,12.6,1.0,4.5
tennessee,25,15,-10,35.1,29.0,11.7
georgia,13,24,11,47.4,35.9,11.0
florida,21,34,13,36.8,31.7,10.5
south-carolina,17,26,9,42.2,36.1,10.2
kentucky,85,76,-9,12.2,5.3,6.0
vanderbilt,84,94,10,12.5,6.2,6.2
auburn,14,14,0,47.3,33.6,12.9
louisiana-state,31,17,-14,34.2,34.3,15.9
alabama,38,23,-15,31.2,29.0,12.0
arkansas,26,16,-10,35.0,35.7,17.5
mississippi,76,83,7,16.1,8.9,10.7
mississippi-state,110,105,-5,4.5,-13.7,5.3
utah,7,11,4,53.5,41.5,12.2
new-mexico,55,43,-12,22.5,23.4,11.1
brigham-young,66,80,14,18.0,13.2,4.4
wyoming,52,60,8,23.5,10.4,6.6
air-force,59,54,-5,21.5,21.2,8.5
colorado-state,90,89,-1,8.9,-0.5,7.8
san-diego-state,61,48,-13,19.6,12.0,5.4
nevada-las-vegas,87,109,22,10.8,5.1,5.3
boston-college,33,31,-2,33.4,22.8,9.0
pittsburgh,74,63,-11,16.3,5.3,6.6
west-virginia,24,18,-6,36.0,26.7,11.1
syracuse,58,68,10,21.7,11.8,6.0
connecticut,43,49,6,27.1,13.4,4.9
rutgers,88,77,-11,10.6,-6.1,8.0
temple,105,99,-6,5.0,-12.3,4.0
boise-state,15,10,-5,46.8,32.9,15.5
texas-el-paso,62,81,19,19.4,11.6,9.9
fresno-state,45,29,-16,26.6,15.4,9.3
louisiana-tech,70,74,4,16.8,3.0,6.4
hawaii,86,106,20,11.6,-0.3,5.5
nevada,89,75,-14,10.3,-4.1,7.3
tulsa,91,87,-4,8.7,-1.1,3.5
southern-methodist,99,103,4,6.2,-8.6,6.3
rice,51,45,-6,24.1,20.9,6.6
san-jose-state,104,107,3,5.1,-17.0,7.1
louisville,11,13,2,49.1,38.3,11.5
memphis,36,44,8,32.4,21.4,8.7
cincinnati,69,61,-8,17.7,12.5,6.8
southern-mississippi,35,39,4,32.7,18.5,6.8
alabama-birmingham,40,50,10,28.3,18.0,7.3
texas-christian,53,57,4,23.2,14.5,8.3
tulane,107,111,4,4.7,-16.3,8.1
south-florida,72,64,-8,16.4,5.6,2.8
houston,94,90,-4,8.2,-2.7,2.3
army,114,117,3,3.0,-15.2,8.9
east-carolina,116,115,-1,2.4,-17.6,7.2
navy,20,25,5,37.9,21.5,8.6
notre-dame,39,28,-11,28.8,24.5,8.9
florida-am,121,121,0,0.0,-27.3,24.2
miami-oh,65,62,-3,18.1,13.4,10.7
akron,118,112,-6,1.7,-22.2,9.3
marshall,68,86,18,17.7,20.0,7.4
kent-state,108,104,-4,4.7,-13.2,4.0
ohio,71,82,11,16.8,2.9,3.1
buffalo,113,119,6,3.1,-18.1,7.9
central-florida,119,114,-5,1.7,-20.6,5.6
toledo,80,88,8,14.1,-1.9,9.8
northern-illinois,54,65,11,23.1,14.3,6.4
bowling-green-state,50,72,22,25.3,23.3,7.8
eastern-michigan,115,113,-2,3.0,-18.4,7.1
central-michigan,95,97,2,7.7,-11.9,6.5
ball-state,109,95,-14,4.5,-13.6,4.0
western-michigan,100,100,0,6.1,-11.1,4.8
north-texas,111,116,5,4.3,-14.5,10.4
troy,48,55,7,26.1,19.7,8.2
new-mexico-state,106,92,-14,4.8,-12.9,3.5
louisiana-monroe,112,110,-2,3.8,-11.9,6.0
florida-atlantic,49,47,-2,25.7,8.7,7.2
middle-tennessee-state,102,96,-6,5.3,-13.0,3.9
arkansas-state,101,101,0,5.9,-9.5,5.5
louisiana-lafayette,93,93,0,8.6,-11.8,6.6
utah-state,97,91,-6,6.9,-11.7,5.2
idaho,117,118,1,1.7,-22.0,7.5
florida-international,103,79,-24,5.2,-16.8,3.7
fcs,120,120,0,0.7,-20.1,8.6
