Conference,Score
Big 12 Conference,37.2
Pacific-10 Conference,37.2
Atlantic Coast Conference,33.7
Big Ten Conference,32.0
Southeastern Conference,31.7
Mountain West Conference,27.8
Independent,24.0
Big East Conference,23.9
Conference USA,23.8
Western Athletic Conference,22.6
Mid-American Conference,14.9
Sun Belt Conference,10.5
FCS,2.4
