Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,1,1,0,74.4,69.7,19.8
california,3,3,0,70.4,72.7,22.0
arizona-state,17,16,-1,40.2,44.9,17.8
oregon-state,34,34,0,29.8,40.6,12.8
ucla,37,35,-2,27.2,39.1,17.5
oregon,47,47,0,24.6,37.4,15.4
washington-state,60,61,1,21.2,30.0,10.6
stanford,68,68,0,19.5,33.5,14.6
arizona,77,77,0,14.6,28.6,15.6
washington,101,101,0,6.6,17.5,10.7
virginia-tech,9,9,0,52.8,55.0,15.1
florida-state,12,13,1,43.6,50.1,15.5
miami-fl,11,12,1,44.5,51.4,15.0
virginia,13,11,-2,43.1,53.7,16.7
north-carolina,41,42,1,25.6,32.7,15.7
georgia-tech,31,39,8,31.0,39.7,13.8
clemson,42,44,2,25.5,32.4,12.7
maryland,62,66,4,21.0,29.5,10.2
north-carolina-state,43,45,2,25.3,38.7,12.6
wake-forest,72,73,1,18.2,30.3,11.3
duke,99,100,1,6.9,10.7,7.4
colorado,40,40,0,26.1,31.0,12.2
iowa-state,53,53,0,22.5,26.9,14.6
missouri,56,56,0,22.2,32.2,11.3
nebraska,54,55,1,22.4,32.6,10.0
kansas,63,65,2,20.6,36.3,13.3
kansas-state,67,69,2,19.6,33.7,13.8
oklahoma,2,2,0,74.3,69.5,18.8
texas,4,4,0,68.7,70.5,19.1
texas-tech,25,25,0,34.4,41.9,15.6
texas-am,19,18,-1,40.1,51.4,21.2
oklahoma-state,18,17,-1,40.1,51.5,16.2
baylor,93,93,0,8.6,10.5,18.1
iowa,20,20,0,39.3,38.2,13.1
michigan,16,15,-1,41.4,41.1,13.2
wisconsin,21,21,0,38.7,37.4,13.8
northwestern,52,52,0,22.5,29.7,11.3
ohio-state,30,30,0,31.1,36.5,11.4
purdue,22,22,0,36.2,45.0,13.1
michigan-state,61,63,2,21.0,32.7,16.4
minnesota,33,32,-1,30.0,40.9,12.6
penn-state,74,75,1,17.5,28.4,10.7
illinois,88,87,-1,9.9,14.4,11.0
indiana,86,86,0,10.4,15.9,10.8
tennessee,26,26,0,34.2,34.4,12.9
georgia,14,14,0,42.6,42.7,16.3
florida,29,29,0,31.8,37.6,11.1
south-carolina,46,46,0,24.7,31.0,12.5
kentucky,106,106,0,5.5,5.3,6.8
vanderbilt,97,98,1,7.5,12.8,10.6
auburn,8,8,0,56.4,49.1,16.4
louisiana-state,10,10,0,46.7,48.4,12.9
alabama,36,37,1,28.4,37.9,12.6
arkansas,50,49,-1,24.2,36.6,12.2
mississippi,79,78,-1,14.1,19.9,9.5
mississippi-state,92,91,-1,8.8,11.0,13.2
utah,5,5,0,64.6,59.2,19.0
new-mexico,28,27,-1,32.8,39.3,11.9
brigham-young,58,62,4,21.3,30.4,14.3
wyoming,57,67,10,22.0,23.8,11.6
air-force,55,57,2,22.2,32.3,12.1
colorado-state,81,83,2,13.0,17.2,11.0
san-diego-state,76,76,0,15.1,22.5,9.4
nevada-las-vegas,94,94,0,8.3,15.8,10.6
boston-college,38,38,0,27.2,25.4,9.7
pittsburgh,48,48,0,24.3,21.1,8.9
west-virginia,23,23,0,34.9,36.9,12.3
syracuse,71,58,-13,18.6,21.9,10.7
connecticut,51,60,9,23.9,22.8,8.1
rutgers,95,95,0,8.1,4.9,8.8
temple,104,104,0,5.7,6.0,10.1
boise-state,7,7,0,61.0,55.0,16.1
texas-el-paso,32,31,-1,30.9,31.0,19.8
