Conference,Score
Big 12 Conference,46.1
Big Ten Conference,43.2
Pacific-10 Conference,42.4
Southeastern Conference,41.7
Atlantic Coast Conference,41.3
Big East Conference,36.7
Independent,31.1
Mountain West Conference,30.8
Western Athletic Conference,29.9
Conference USA,28.8
Sun Belt Conference,20.9
Mid-American Conference,17.6
FCS,2.9
