Conference,Score
Big 12 Conference,32.3
Pacific-10 Conference,32.1
Atlantic Coast Conference,30.2
Big Ten Conference,27.7
Southeastern Conference,27.2
Mountain West Conference,24.0
Independent,21.3
Big East Conference,20.4
Conference USA,19.8
Western Athletic Conference,19.7
Mid-American Conference,11.3
Sun Belt Conference,7.8
FCS,1.5
