Conference,Score
Big 12 Conference,33.3
Pacific-10 Conference,32.9
Atlantic Coast Conference,30.7
Big Ten Conference,27.1
Southeastern Conference,27.1
Mountain West Conference,24.9
Independent,21.2
Western Athletic Conference,21.0
Big East Conference,20.4
Conference USA,19.6
Mid-American Conference,11.1
Sun Belt Conference,8.4
FCS,1.5
