Conference,Score
Southeastern Conference,44.5
Big Ten Conference,42.9
Big 12 Conference,40.9
American Athletic Conference,36.9
Atlantic Coast Conference,34.7
Pac-12 Conference,33.2
Mountain West Conference,27.1
Sun Belt Conference,25.2
Independent,22.7
Conference USA,19.3
Mid-American Conference,19.0
FCS,0.9
