Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,6,6,0,76.1,34.8,13.0
florida,14,13,-1,69.2,27.4,11.7
tennessee,45,45,0,40.2,6.6,15.4
kentucky,33,32,-1,46.0,16.9,8.9
missouri,55,56,1,36.6,8.5,9.4
south-carolina,80,80,0,27.5,8.6,11.0
vanderbilt,116,116,0,15.0,-16.9,7.7
louisiana-state,3,3,0,92.1,39.6,14.7
alabama,7,7,0,74.7,34.8,12.3
auburn,13,14,1,69.3,36.1,15.3
texas-am,31,31,0,46.8,18.4,9.8
mississippi-state,44,43,-1,40.7,16.6,9.4
mississippi,75,75,0,29.8,14.8,13.8
arkansas,119,119,0,12.7,-14.0,9.0
ohio-state,1,1,0,109.3,59.1,25.3
penn-state,8,8,0,73.4,33.1,15.5
michigan,18,18,0,64.4,28.9,15.7
indiana,30,30,0,47.1,10.5,14.2
michigan-state,47,49,2,38.2,11.7,12.0
maryland,107,107,0,19.5,-2.3,13.6
rutgers,122,123,1,10.9,-21.3,9.7
minnesota,21,21,0,61.0,16.5,19.0
wisconsin,10,9,-1,71.8,36.9,17.2
iowa,24,25,1,56.9,18.0,12.0
illinois,76,76,0,29.8,-5.2,13.2
nebraska,70,69,-1,31.8,8.0,10.1
purdue,98,100,2,21.6,-7.2,10.7
northwestern,104,104,0,20.4,0.3,9.6
oklahoma,4,4,0,78.5,30.5,13.6
baylor,19,20,1,63.0,17.7,14.8
kansas-state,29,29,0,48.9,13.5,12.5
oklahoma-state,28,28,0,51.2,17.1,13.9
texas,34,33,-1,45.4,15.9,10.1
iowa-state,39,37,-2,43.5,12.6,16.8
texas-christian,61,62,1,34.2,13.4,14.4
west-virginia,91,89,-2,24.0,-10.0,9.3
texas-tech,90,90,0,24.0,-0.8,10.3
kansas,114,114,0,15.7,-14.4,11.4
oregon,11,12,1,70.1,26.9,15.1
california,52,55,3,37.2,1.4,9.9
washington,32,38,6,46.5,14.3,11.7
oregon-state,78,79,1,28.4,0.1,16.8
washington-state,68,70,2,31.9,-0.9,10.1
stanford,96,98,2,22.2,-5.5,9.0
utah,9,10,1,72.4,29.9,16.7
southern-california,36,36,0,45.3,7.6,12.1
arizona-state,48,52,4,38.2,3.2,11.2
ucla,92,92,0,23.6,-1.8,14.1
colorado,81,82,1,27.4,-2.1,8.9
arizona,100,101,1,21.5,-7.4,9.2
cincinnati,25,26,1,56.2,14.8,14.5
central-florida,20,22,2,61.9,22.9,12.2
temple,43,42,-1,41.0,0.9,8.0
south-florida,102,102,0,20.7,-9.5,14.5
east-carolina,110,110,0,18.8,-14.6,11.5
connecticut,124,124,0,8.3,-31.5,14.3
memphis,12,11,-1,69.4,19.5,13.5
navy,5,5,0,77.4,38.4,20.9
southern-methodist,27,23,-4,54.0,11.7,16.1
