Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,5,6,1,80.3,53.3,13.5
florida,15,18,3,67.1,42.6,11.9
tennessee,61,60,-1,35.2,21.5,15.1
kentucky,52,65,13,38.0,27.1,8.2
missouri,53,44,-9,37.9,26.9,9.4
south-carolina,78,69,-9,29.7,25.4,11.7
vanderbilt,117,116,-1,13.0,-3.3,7.2
louisiana-state,3,3,0,86.5,52.1,15.5
alabama,6,8,2,78.1,50.5,13.3
auburn,20,13,-7,65.2,52.5,16.6
texas-am,28,32,4,54.5,35.9,9.9
mississippi-state,65,52,-13,34.5,31.6,9.7
mississippi,74,68,-6,31.7,30.4,13.1
arkansas,115,118,3,13.9,-0.3,9.3
ohio-state,1,1,0,112.4,82.2,27.1
penn-state,4,4,0,81.8,55.2,16.8
michigan,12,16,4,70.3,49.5,15.2
indiana,29,27,-2,51.7,31.6,14.2
michigan-state,62,48,-14,35.2,33.2,12.5
maryland,97,98,1,24.7,20.3,12.4
rutgers,118,122,4,12.6,-4.7,9.4
minnesota,17,14,-3,66.6,35.9,18.5
wisconsin,7,7,0,77.4,59.4,18.5
iowa,26,28,2,57.4,40.4,12.2
illinois,54,56,2,36.7,15.4,12.9
nebraska,77,75,-2,30.2,21.7,9.1
purdue,92,94,2,25.5,10.6,10.9
northwestern,113,115,2,18.4,15.6,9.7
oklahoma,9,9,0,76.4,48.4,14.5
baylor,16,10,-6,66.7,36.0,15.0
kansas-state,34,30,-4,45.8,31.3,13.2
oklahoma-state,27,26,-1,56.7,39.3,14.4
texas,32,31,-1,47.0,33.4,10.2
iowa-state,31,37,6,48.5,36.0,17.6
texas-christian,45,49,4,42.3,35.6,15.1
west-virginia,100,109,9,23.4,5.6,9.4
texas-tech,79,74,-5,29.4,19.8,10.1
kansas,110,105,-5,19.4,5.4,11.6
oregon,10,12,2,72.4,43.3,15.9
california,72,59,-13,32.2,15.5,9.6
washington,35,36,1,45.8,31.2,11.8
oregon-state,73,81,8,31.9,15.0,17.3
washington-state,68,82,14,33.3,17.7,10.1
stanford,87,80,-7,26.3,12.4,8.9
utah,8,11,3,76.6,48.6,16.2
southern-california,41,43,2,44.1,24.6,12.2
arizona-state,67,58,-9,33.4,17.9,11.4
ucla,82,72,-10,28.6,17.8,14.8
colorado,86,92,6,26.3,12.5,8.7
arizona,89,86,-3,25.8,11.3,9.2
cincinnati,13,15,2,68.1,37.7,15.4
central-florida,25,24,-1,57.7,40.9,13.0
temple,44,47,3,42.6,17.3,7.6
south-florida,85,85,0,26.4,12.6,15.1
east-carolina,109,107,-2,19.7,6.2,12.0
connecticut,124,123,-1,10.6,-11.6,15.5
memphis,18,20,2,66.1,35.2,13.0
navy,11,5,-6,71.1,53.8,21.8
southern-methodist,21,19,-2,63.4,31.8,17.0
tulane,30,29,-1,48.7,36.3,14.0
houston,95,88,-7,25.0,21.0,11.3
tulsa,98,96,-2,24.4,19.5,15.3
clemson,2,2,0,94.3,59.9,15.7
louisville,49,54,5,40.6,22.1,16.2
wake-forest,39,33,-6,44.6,20.4,8.8
boston-college,57,63,6,36.2,23.6,12.3
florida-state,59,71,12,35.8,18.2,11.7
syracuse,93,108,15,25.5,10.5,6.1
north-carolina-state,94,91,-3,25.4,10.3,5.7
miami-fl,43,41,-2,43.1,26.5,7.5
virginia,38,38,0,44.9,21.0,9.1
virginia-tech,37,45,8,45.6,22.0,12.9
pittsburgh,36,40,4,45.6,22.1,9.2
north-carolina,76,64,-12,31.3,24.2,11.8
duke,91,79,-12,25.6,10.7,9.1
georgia-tech,116,114,-2,13.8,-0.6,11.2
boise-state,24,25,1,59.9,27.4,10.0
air-force,14,17,3,67.4,45.5,15.4
utah-state,60,67,7,35.7,13.6,6.7
wyoming,47,39,-8,40.8,22.4,10.7
colorado-state,106,102,-4,20.6,-0.9,12.4
new-mexico,120,121,1,12.1,-6.5,10.5
san-diego-state,40,42,2,44.5,13.4,11.8
hawaii,70,76,6,33.2,6.4,11.1
nevada,102,99,-3,22.1,-10.1,11.0
san-jose-state,111,110,-1,19.3,-4.0,12.9
fresno-state,90,89,-1,25.6,10.8,8.9
nevada-las-vegas,121,120,-1,11.8,-7.6,8.4
appalachian-state,19,21,2,65.4,34.4,11.9
georgia-southern,50,57,7,39.8,20.8,11.8
georgia-state,66,55,-11,33.5,9.8,17.2
troy,81,93,12,28.8,8.6,5.6
coastal-carolina,99,97,-2,23.6,6.2,10.6
louisiana-lafayette,23,22,-1,61.2,36.8,17.0
arkansas-state,80,83,3,29.1,2.0,8.6
louisiana-monroe,107,100,-7,20.5,-1.1,8.7
texas-state,119,117,-2,12.6,-13.6,10.1
south-alabama,125,124,-1,9.7,-3.5,8.5
liberty,83,90,7,28.2,0.4,10.3
new-mexico-state,127,128,1,6.4,-19.0,12.9
massachusetts,131,131,0,0.0,-48.9,14.9
brigham-young,58,66,8,35.9,13.9,11.4
army,55,77,22,36.7,29.7,7.6
notre-dame,22,23,1,62.9,39.2,11.2
florida-atlantic,33,34,1,46.7,23.8,12.4
western-kentucky,71,70,-1,33.1,9.1,16.0
marshall,42,46,4,43.6,18.9,9.1
charlotte,96,95,-1,24.8,0.6,6.0
florida-international,103,101,-2,21.7,-5.6,10.0
middle-tennessee-state,112,104,-8,18.7,3.6,11.2
old-dominion,126,125,-1,8.4,-9.8,9.8
louisiana-tech,46,35,-11,41.8,9.7,11.9
alabama-birmingham,63,73,10,35.2,5.8,10.0
southern-mississippi,48,50,2,40.7,14.3,8.2
north-texas,104,103,-1,20.9,-0.1,7.2
texas-san-antonio,114,111,-3,16.9,-9.4,11.3
rice,123,126,3,10.8,1.6,9.7
texas-el-paso,128,127,-1,6.0,-20.8,11.8
miami-oh,69,78,9,33.2,9.2,8.6
