Division,Score
Big Ten Conference - East,49.4
Southeastern Conference - West,48.8
American Athletic Conference - West,42.8
Big 12 Conference,40.9
Southeastern Conference - East,40.3
Atlantic Coast Conference - Atlantic,39.1
Big Ten Conference - West,36.4
Pac-12 Conference - North,33.2
Pac-12 Conference - South,33.2
Mountain West Conference - Mountain,32.3
American Athletic Conference - East,31.0
Atlantic Coast Conference - Coastal,30.4
Sun Belt Conference - East,28.4
Mid-American Conference - West,23.0
Independent,22.7
Mountain West Conference - West,21.9
Sun Belt Conference - West,21.9
Conference USA - East,20.0
Conference USA - West,18.7
Mid-American Conference - East,15.0
FCS,0.9
