Conference,Score
Big Ten Conference,48.5
Southeastern Conference,48.3
Big 12 Conference,44.1
American Athletic Conference,42.2
Pac-12 Conference,38.3
Atlantic Coast Conference,37.8
Mountain West Conference,32.0
Sun Belt Conference,32.0
Independent,27.9
Conference USA,26.0
Mid-American Conference,25.1
FCS,1.1
