Conference,Score
Big Ten Conference,49.0
Southeastern Conference,48.1
Big 12 Conference,44.3
American Athletic Conference,42.5
Atlantic Coast Conference,38.7
Pac-12 Conference,38.5
Sun Belt Conference,32.1
Mountain West Conference,31.8
Independent,28.3
Conference USA,26.0
Mid-American Conference,25.0
FCS,1.1
