Conference,Score
Big Ten Conference,51.4
Southeastern Conference,48.8
Big 12 Conference,47.4
American Athletic Conference,46.2
Pac-12 Conference,40.9
Atlantic Coast Conference,39.9
Mountain West Conference,33.7
Sun Belt Conference,33.2
Conference USA,27.1
Independent,26.5
Mid-American Conference,26.2
FCS,1.4
