Conference,Score
Southeastern Conference,48.4
Big Ten Conference,46.8
Big 12 Conference,42.9
American Athletic Conference,42.0
Atlantic Coast Conference,38.1
Pac-12 Conference,38.0
Mountain West Conference,32.2
Sun Belt Conference,31.3
Independent,28.0
Conference USA,26.0
Mid-American Conference,24.8
FCS,1.1
