Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,6,5,-1,76.2,34.9,13.3
florida,13,13,0,69.2,27.5,12.0
tennessee,45,45,0,40.2,6.7,15.8
kentucky,32,32,0,46.0,17.0,9.1
missouri,56,56,0,36.7,8.6,9.1
south-carolina,80,80,0,27.5,8.7,11.0
vanderbilt,116,116,0,15.0,-16.8,7.3
louisiana-state,3,3,0,92.3,39.9,15.1
alabama,7,6,-1,74.8,34.9,12.5
auburn,14,14,0,69.2,35.9,15.7
texas-am,31,31,0,46.9,18.5,9.8
mississippi-state,43,43,0,40.7,16.7,9.3
mississippi,75,75,0,29.8,14.8,14.2
arkansas,119,119,0,12.7,-13.9,9.1
ohio-state,1,1,0,109.1,58.9,26.0
penn-state,8,8,0,73.3,32.9,15.8
michigan,18,18,0,64.4,28.8,16.2
indiana,30,30,0,47.0,10.5,14.6
michigan-state,49,49,0,38.2,11.6,12.0
maryland,107,107,0,19.5,-2.3,12.8
rutgers,123,122,-1,10.8,-21.5,9.9
minnesota,21,21,0,61.1,16.6,19.5
wisconsin,9,9,0,71.9,37.0,17.5
iowa,25,25,0,56.9,18.0,12.2
illinois,76,76,0,29.8,-5.2,13.5
nebraska,69,70,1,31.8,8.0,10.4
purdue,100,100,0,21.6,-7.2,10.8
northwestern,104,104,0,20.3,0.2,9.6
oklahoma,4,4,0,78.5,30.5,13.8
baylor,20,20,0,63.1,17.7,15.1
kansas-state,29,29,0,49.0,13.6,12.7
oklahoma-state,28,28,0,51.2,17.1,14.2
texas,33,33,0,45.5,16.0,10.3
iowa-state,37,37,0,43.6,12.7,17.3
texas-christian,62,62,0,34.4,13.7,14.7
west-virginia,89,89,0,24.0,-9.9,9.4
texas-tech,90,90,0,24.0,-0.8,10.4
kansas,114,114,0,15.8,-14.3,11.5
oregon,12,12,0,69.5,26.0,15.5
california,55,55,0,36.8,0.6,10.1
washington,38,38,0,42.7,11.1,11.9
oregon-state,79,79,0,28.0,-0.8,17.3
washington-state,70,71,1,31.5,-1.8,10.2
stanford,98,98,0,21.9,-6.4,8.7
utah,10,10,0,71.8,29.1,17.2
southern-california,36,36,0,44.7,6.7,12.4
arizona-state,52,52,0,37.7,2.3,11.4
ucla,92,92,0,23.3,-2.7,14.4
colorado,82,82,0,27.1,-2.9,9.0
arizona,101,101,0,21.2,-8.3,9.1
cincinnati,26,26,0,56.2,14.9,14.7
central-florida,22,22,0,59.6,22.0,12.3
temple,42,42,0,41.2,1.1,7.9
south-florida,102,102,0,20.8,-9.3,14.8
east-carolina,110,110,0,18.9,-14.3,11.5
connecticut,124,124,0,8.3,-31.4,14.6
memphis,11,11,0,69.8,19.9,13.9
navy,5,7,2,77.7,38.8,21.5
southern-methodist,23,23,0,59.5,14.5,16.6
tulane,41,41,0,41.5,18.2,13.6
houston,85,85,0,25.7,3.7,11.1
tulsa,87,87,0,25.1,2.1,15.4
clemson,2,2,0,97.3,45.4,14.8
louisville,50,50,0,38.0,2.8,16.0
wake-forest,39,39,0,42.5,3.2,8.7
boston-college,59,59,0,35.5,6.2,12.7
florida-state,66,67,1,33.1,1.5,12.0
syracuse,86,86,0,25.1,-7.4,6.5
north-carolina-state,103,103,0,20.6,-9.8,6.8
miami-fl,60,60,0,35.1,5.5,7.8
virginia,35,35,0,45.0,4.8,9.0
virginia-tech,34,34,0,45.4,7.9,15.1
pittsburgh,57,57,0,36.6,0.4,9.2
north-carolina,51,51,0,38.0,11.2,11.7
duke,84,84,0,26.0,-5.5,8.8
georgia-tech,117,117,0,14.7,-17.6,10.5
boise-state,19,19,0,63.8,12.7,10.3
air-force,16,16,0,67.5,25.2,15.1
utah-state,68,69,1,32.4,-7.3,8.0
wyoming,46,46,0,39.8,6.0,10.5
colorado-state,111,111,0,18.2,-16.3,12.4
new-mexico,120,120,0,11.3,-19.5,10.5
san-diego-state,40,40,0,41.6,-4.2,11.3
hawaii,64,65,1,33.5,-9.9,11.3
nevada,95,95,0,22.7,-24.4,10.5
san-jose-state,109,109,0,18.9,-21.5,12.7
fresno-state,105,105,0,20.2,-11.0,8.8
nevada-las-vegas,113,113,0,16.0,-22.0,8.2
appalachian-state,15,15,0,68.4,18.3,12.1
georgia-southern,47,47,0,39.4,5.3,12.3
georgia-state,72,72,0,30.9,-9.8,16.9
troy,97,97,0,22.4,-13.7,6.6
coastal-carolina,93,93,0,22.9,-12.4,10.4
louisiana-lafayette,24,24,0,57.6,16.7,16.5
arkansas-state,81,81,0,27.1,-16.6,8.6
