Conference,Score
Southeastern Conference,48.8
Big Ten Conference,46.1
American Athletic Conference,41.0
Big 12 Conference,41.0
Pac-12 Conference,37.2
Atlantic Coast Conference,36.8
Mountain West Conference,31.8
Sun Belt Conference,30.6
Independent,28.3
Conference USA,25.7
Mid-American Conference,24.7
FCS,1.1
