Conference,Score
Southeastern Conference,42.7
Big Ten Conference,41.1
Big 12 Conference,40.5
Atlantic Coast Conference,35.0
American Athletic Conference,33.5
Pac-12 Conference,32.0
Mountain West Conference,26.3
Sun Belt Conference,24.7
Independent,21.6
Conference USA,19.2
Mid-American Conference,18.8
FCS,0.8
