Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,5,5,0,77.5,35.6,12.0
florida,9,9,0,70.5,28.1,10.6
tennessee,39,39,0,42.3,7.9,13.9
kentucky,30,30,0,48.4,18.2,8.1
missouri,54,55,1,36.7,9.2,9.9
south-carolina,79,79,0,27.6,9.6,10.7
vanderbilt,116,116,0,15.0,-15.9,8.4
louisiana-state,2,3,1,96.3,43.6,13.3
alabama,6,6,0,76.7,36.2,11.4
auburn,18,18,0,63.3,33.8,13.9
texas-am,29,29,0,49.2,19.6,9.4
mississippi-state,52,53,1,37.3,15.2,9.4
mississippi,72,72,0,29.7,15.0,12.5
arkansas,119,119,0,12.7,-13.4,8.6
ohio-state,1,1,0,102.3,58.6,22.9
penn-state,7,7,0,76.2,35.6,14.4
michigan,20,20,0,60.0,28.7,14.2
indiana,35,35,0,43.8,10.3,12.9
michigan-state,46,46,0,40.1,11.7,11.7
maryland,108,108,0,19.4,-1.9,15.2
rutgers,122,122,0,10.8,-20.8,9.0
minnesota,16,16,0,64.4,20.2,17.3
wisconsin,14,14,0,67.5,37.1,15.9
iowa,21,21,0,59.6,20.3,11.2
illinois,77,77,0,27.9,-4.8,12.2
nebraska,64,64,0,31.8,8.6,9.3
purdue,95,95,0,21.7,-6.3,10.2
northwestern,104,104,0,20.3,1.0,9.2
oklahoma,8,8,0,72.1,28.6,12.8
baylor,22,22,0,59.1,17.8,13.4
kansas-state,32,32,0,45.5,13.3,11.7
oklahoma-state,31,31,0,47.3,16.3,12.9
texas,28,28,0,49.3,19.8,9.5
iowa-state,48,48,0,39.7,11.0,15.4
texas-christian,59,59,0,33.9,13.4,13.4
west-virginia,91,91,0,23.7,-10.0,9.2
texas-tech,90,90,0,23.7,-0.9,10.0
kansas,114,114,0,15.4,-14.7,11.0
oregon,10,10,0,70.0,26.0,13.6
california,51,51,0,38.1,0.7,9.1
washington,33,33,0,45.5,13.2,10.6
oregon-state,80,80,0,27.5,-1.2,15.2
washington-state,75,75,0,28.8,-2.9,9.7
stanford,96,96,0,21.7,-6.3,9.3
utah,15,15,0,64.8,25.7,15.1
southern-california,43,43,0,40.8,5.3,11.1
arizona-state,49,49,0,38.6,1.5,10.3
ucla,92,92,0,22.9,-3.0,13.0
colorado,82,82,0,26.6,-3.2,8.5
arizona,101,101,0,20.8,-8.7,9.4
cincinnati,23,23,0,58.9,17.5,13.5
central-florida,19,19,0,61.4,22.8,11.5
temple,56,56,0,36.4,-2.3,8.7
south-florida,103,103,0,20.4,-9.7,13.3
east-carolina,110,110,0,18.6,-14.6,11.1
connecticut,124,124,0,8.2,-31.5,13.3
memphis,17,17,0,63.5,17.6,12.3
navy,4,4,0,78.4,38.5,19.0
southern-methodist,27,27,0,53.2,11.3,14.7
tulane,36,36,0,43.2,17.5,12.3
houston,86,86,0,25.2,3.3,10.5
tulsa,88,88,0,24.7,1.8,13.5
clemson,3,2,-1,92.3,45.6,13.1
louisville,45,44,-1,40.5,4.8,14.1
wake-forest,47,47,0,39.8,3.6,9.0
boston-college,65,65,0,31.6,3.2,11.3
florida-state,69,69,0,30.9,1.6,10.7
syracuse,87,87,0,24.9,-7.2,8.0
north-carolina-state,102,102,0,20.4,-9.6,9.6
miami-fl,67,66,-1,31.6,3.0,9.3
virginia,38,38,0,42.3,5.2,8.9
virginia-tech,40,40,0,42.0,7.4,13.4
pittsburgh,53,52,-1,37.2,-0.8,9.8
north-carolina,42,42,0,41.5,14.3,10.3
duke,85,84,-1,25.8,-5.1,9.8
georgia-tech,118,118,0,14.4,-17.9,11.3
boise-state,24,24,0,58.0,10.5,9.6
air-force,11,11,0,68.9,26.1,13.4
utah-state,73,73,0,29.5,-8.3,11.5
wyoming,41,41,0,41.9,7.1,9.7
colorado-state,111,111,0,18.0,-16.0,11.0
new-mexico,120,120,0,11.2,-19.2,9.5
san-diego-state,34,34,0,44.8,-0.7,10.2
hawaii,58,58,0,34.0,-10.2,10.2
nevada,100,100,0,20.9,-24.5,10.0
san-jose-state,109,109,0,18.8,-21.2,11.4
fresno-state,105,105,0,20.1,-10.4,9.8
nevada-las-vegas,113,113,0,15.9,-21.6,8.8
appalachian-state,13,13,0,68.8,18.4,10.8
georgia-southern,57,57,0,36.0,4.0,10.9
georgia-state,76,76,0,28.2,-10.9,14.9
troy,94,94,0,22.0,-13.9,8.5
coastal-carolina,93,93,0,22.5,-12.5,10.1
louisiana-lafayette,25,25,0,57.6,15.7,14.8
arkansas-state,78,78,0,27.9,-16.7,9.2
louisiana-monroe,99,99,0,21.1,-15.8,8.5
texas-state,123,123,0,10.5,-30.5,9.9
south-alabama,121,121,0,11.0,-20.0,8.6
liberty,66,67,1,31.6,-10.4,9.0
new-mexico-state,126,126,0,7.4,-34.3,11.1
massachusetts,131,131,0,0.0,-64.1,14.6
brigham-young,68,68,0,31.4,-4.9,10.5
army,71,71,0,30.8,10.7,8.2
notre-dame,12,12,0,68.8,25.9,10.4
florida-atlantic,26,26,0,54.3,11.1,11.2
western-kentucky,50,50,0,38.4,-4.7,14.6
marshall,55,54,-1,36.6,-1.9,9.3
charlotte,81,81,0,27.4,-12.4,7.0
florida-international,98,98,0,21.2,-19.0,9.3
middle-tennessee-state,107,107,0,19.5,-12.2,10.1
old-dominion,127,127,0,6.8,-27.6,9.7
