Conference,Score
Big Ten Conference,50.1
Southeastern Conference,46.9
Big 12 Conference,45.7
American Athletic Conference,44.6
Pac-12 Conference,39.5
Atlantic Coast Conference,39.1
Mountain West Conference,33.0
Sun Belt Conference,31.6
Conference USA,25.0
Mid-American Conference,24.5
Independent,22.7
FCS,1.3
