Conference,Score
Southeastern Conference,48.3
Big Ten Conference,46.9
Big 12 Conference,42.8
American Athletic Conference,41.6
Pac-12 Conference,38.7
Atlantic Coast Conference,38.0
Mountain West Conference,31.8
Sun Belt Conference,31.0
Independent,28.4
Conference USA,25.5
Mid-American Conference,24.9
FCS,1.1
