Conference,Score
Southeastern Conference,33.2
Big Ten Conference,27.7
Big 12 Conference,26.9
Atlantic Coast Conference,26.4
Pac-12 Conference,21.7
Independent,20.2
Mountain West Conference,19.9
American Athletic Conference,19.6
Sun Belt Conference,18.4
Mid-American Conference,16.9
Conference USA,16.5
FCS,1.5
