Conference,Score
Southeastern Conference,41.8
Big Ten Conference,40.2
Big 12 Conference,38.8
American Athletic Conference,33.8
Atlantic Coast Conference,32.3
Pac-12 Conference,31.0
Mountain West Conference,25.9
Sun Belt Conference,23.3
Independent,21.3
Mid-American Conference,17.5
Conference USA,16.6
FCS,0.7
