Conference,Score
Big Ten Conference,50.1
Southeastern Conference,47.5
Big 12 Conference,45.6
American Athletic Conference,43.6
Pac-12 Conference,39.7
Atlantic Coast Conference,39.4
Mountain West Conference,32.7
Sun Belt Conference,32.4
Independent,28.3
Conference USA,26.4
Mid-American Conference,25.5
FCS,1.3
