Conference,Score
Big Ten Conference,39.9
Southeastern Conference,38.9
Atlantic Coast Conference,33.5
Big 12 Conference,33.3
American Athletic Conference,28.5
Pac-12 Conference,27.7
Mountain West Conference,24.4
Sun Belt Conference,23.2
Mid-American Conference,17.6
Independent,17.1
Conference USA,16.2
FCS,0.6
