Conference,Score
Southeastern Conference,48.7
Big Ten Conference,46.9
Big 12 Conference,40.8
American Athletic Conference,40.2
Atlantic Coast Conference,38.0
Pac-12 Conference,37.7
Mountain West Conference,31.8
Sun Belt Conference,30.8
Independent,28.4
Conference USA,25.7
Mid-American Conference,24.8
FCS,1.1
