Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
Cincinnati,23,17,-6,34.5,25.2,12.3
EastCarolina,67,61,-6,21.0,18.0,7.5
SouthFlorida,119,121,2,8.3,3.8,2.4
Temple,116,118,2,9.5,-2.5,8.0
UCF,24,34,10,34.3,27.5,9.1
Houston,64,80,16,21.4,18.8,9.7
Memphis,55,44,-11,23.9,15.9,5.7
Navy,88,109,21,15.6,11.2,4.2
SouthernMethodist,68,54,-14,20.5,22.1,11.5
Tulane,26,31,5,33.1,23.2,8.5
Tulsa,94,82,-12,13.9,10.7,5.9
BostonCollege,106,96,-10,12.0,6.0,4.4
Clemson,8,9,1,44.9,32.1,12.2
FloridaState,32,26,-6,30.3,26.5,10.0
Louisville,52,72,20,24.2,24.5,8.9
NorthCarolinaState,17,20,3,36.5,28.1,10.9
Syracuse,11,11,0,42.0,30.0,11.7
WakeForest,18,27,9,36.5,28.1,9.1
Duke,60,46,-14,22.4,13.3,6.1
GeorgiaTech,86,98,12,15.8,7.6,3.2
MiamiFL,70,62,-8,19.7,20.4,10.8
NorthCarolina,28,33,5,32.2,22.0,7.8
Pittsburgh,43,53,10,26.5,20.2,11.4
Virginia,101,91,-10,12.9,8.2,3.4
VirginiaTech,104,99,-5,12.2,6.5,5.7
Indiana,82,79,-3,16.7,9.4,4.9
Maryland,33,23,-10,30.2,26.3,8.8
Michigan,5,5,0,48.9,37.1,15.5
MichiganState,79,74,-5,17.4,19.5,11.9
OhioState,1,1,0,58.8,49.5,17.9
PennState,10,8,-2,42.0,30.0,12.7
Rutgers,77,69,-8,18.3,12.7,7.3
Illinois,21,24,3,34.8,25.7,9.1
Iowa,63,60,-3,21.7,19.4,6.4
Minnesota,16,15,-1,36.8,31.3,12.4
Nebraska,81,90,9,16.8,9.7,5.4
Northwestern,123,119,-4,7.2,0.0,4.7
Purdue,29,38,9,31.9,29.2,10.9
Wisconsin,51,71,20,24.6,25.1,11.2
Baylor,30,32,2,30.8,31.4,13.3
IowaState,54,42,-12,24.1,24.2,9.0
