Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
Cincinnati,40,18,-22,31.3,18.8,10.1
EastCarolina,41,44,3,30.9,22.1,6.3
SouthFlorida,120,120,0,5.1,-5.9,2.2
Temple,121,121,0,4.9,-13.5,6.9
UCF,16,24,8,41.0,33.3,8.4
Houston,52,50,-2,26.3,16.8,7.9
Memphis,60,70,10,22.6,17.0,5.5
Navy,73,99,26,18.9,17.2,6.7
SouthernMethodist,66,68,2,20.9,13.6,9.5
Tulane,13,20,7,42.9,27.6,7.5
Tulsa,103,87,-16,11.7,-0.0,4.9
BostonCollege,114,108,-6,7.5,-5.8,3.6
Clemson,8,6,-2,50.7,32.6,10.5
FloridaState,32,36,4,33.0,28.4,8.4
Louisville,28,40,12,34.0,30.1,7.7
NorthCarolinaState,26,22,-4,34.3,23.3,9.1
Syracuse,21,10,-11,38.1,29.0,9.9
WakeForest,29,13,-16,33.6,22.2,8.3
Duke,46,56,10,29.2,21.8,6.3
GeorgiaTech,97,95,-2,12.4,1.4,3.5
MiamiFL,69,79,10,20.2,12.2,9.1
NorthCarolina,24,25,1,36.4,20.4,6.7
Pittsburgh,58,61,3,22.9,17.6,9.5
Virginia,86,85,-1,14.7,6.9,3.2
VirginiaTech,110,107,-3,9.7,0.8,4.8
Indiana,100,90,-10,11.8,0.2,4.1
Maryland,34,26,-8,32.8,20.9,7.9
Michigan,5,4,-1,59.8,43.5,12.9
MichiganState,81,69,-12,15.8,9.7,9.9
OhioState,1,1,0,69.1,54.7,15.3
PennState,19,12,-7,39.8,31.5,10.4
Rutgers,76,72,-4,18.2,8.1,6.0
Illinois,11,14,3,46.1,33.2,8.1
Iowa,67,71,4,20.8,13.5,6.3
Minnesota,25,34,9,35.1,32.0,10.2
Nebraska,101,82,-19,11.8,0.1,4.5
Northwestern,119,119,0,5.2,-7.5,4.0
Purdue,43,33,-10,30.2,23.6,9.1
Wisconsin,54,45,-9,25.8,23.3,9.2
Baylor,22,30,8,38.1,37.1,10.9
IowaState,65,57,-8,21.2,22.7,7.9
Kansas,27,41,14,34.0,30.1,8.0
KansasState,10,23,13,46.1,41.0,8.4
Oklahoma,36,46,10,32.3,27.2,10.4
OklahomaState,23,8,-15,36.7,26.8,11.1
TCU,6,7,1,56.0,39.0,9.3
Texas,15,17,2,41.7,43.2,11.5
TexasTech,49,31,-18,27.2,26.3,8.4
WestVirginia,64,67,3,21.8,24.2,7.8
Charlotte,127,129,2,1.2,-24.4,5.8
FloridaAtlantic,84,97,13,14.8,3.9,2.9
FloridaInternational,129,132,3,1.0,-26.2,8.1
MiddleTennessee,91,93,2,13.6,-1.0,7.9
WesternKentucky,71,49,-22,19.6,8.1,6.0
LouisianaTech,122,115,-7,4.0,-16.3,2.1
NorthTexas,80,96,16,16.5,4.9,2.8
Rice,99,77,-22,12.1,-4.0,8.1
UAB,61,51,-10,22.5,16.8,9.2
UTEP,113,112,-1,8.2,-10.4,1.5
UTSA,50,42,-8,26.6,11.6,6.8
Army,70,81,11,19.8,15.4,8.0
BrighamYoung,78,73,-5,17.5,9.6,8.8
Connecticut,104,116,12,11.6,-3.2,3.3
Liberty,35,32,-3,32.4,14.9,7.0
Massachusetts,126,130,4,1.7,-21.4,5.5
NewMexicoState,124,128,4,2.7,-21.7,4.9
NotreDame,33,43,10,32.8,28.0,10.1
Akron,128,126,-2,1.1,-23.4,4.5
BowlingGreen,109,109,0,9.8,-8.5,3.0
Buffalo,77,74,-3,18.0,2.6,4.9
KentState,85,94,9,14.7,7.1,6.4
MiamiOH,96,103,7,12.4,-1.3,3.6
Ohio,93,88,-5,13.0,-5.9,1.6
BallState,106,102,-4,10.2,-7.8,1.9
CentralMichigan,111,110,-1,9.3,-0.3,6.5
EasternMichigan,116,114,-2,7.1,-14.1,3.4
NorthernIllinois,105,111,6,10.5,3.4,2.3
Toledo,55,54,-1,25.2,12.7,5.8
WesternMichigan,117,113,-4,6.8,-11.9,7.1
AirForce,37,53,16,31.8,26.2,7.9
BoiseState,47,52,5,29.0,15.3,6.0
ColoradoState,132,125,-7,0.0,-28.2,6.5
NewMexico,118,122,4,5.9,-10.7,4.2
UtahState,115,118,3,7.2,-11.0,5.0
Wyoming,72,80,8,19.5,3.4,2.9
FresnoState,83,83,0,15.1,2.1,5.1
Hawaii,131,127,-4,0.2,-27.7,6.9
Nevada,125,123,-2,2.7,-19.5,4.5
SanDiegoState,90,89,-1,13.8,-0.6,2.7
SanJoseState,74,64,-10,18.8,1.3,7.8
UNLV,94,98,4,12.9,-2.4,4.4
California,95,92,-3,12.5,1.8,4.1
Oregon,9,15,6,47.0,34.4,8.2
OregonState,31,28,-3,33.4,21.8,7.6
Stanford,89,84,-5,14.1,5.5,3.6
Washington,44,35,-9,30.1,16.9,7.6
WashingtonState,75,66,-9,18.7,9.2,6.0
Arizona,108,101,-7,10.0,-4.1,3.9
ArizonaState,92,91,-1,13.5,4.1,6.2
Colorado,123,124,1,3.4,-14.5,2.0
UCLA,12,21,9,43.0,29.1,7.5
USC,14,11,-3,42.3,28.2,9.7
