Conference,Score
SEC,32.8
Big12,32.3
B1G,29.3
ACC,26.1
Pac12,24.7
AAC,21.6
SunBelt,20.6
Independents,15.9
CUSA,14.8
MountainWest,14.3
MAC,12.2
FCS,1.0
