Conference,Score
SEC,29.7
Big12,29.0
B1G,26.7
ACC,23.8
Pac12,22.1
AAC,19.6
SunBelt,17.9
CUSA,13.0
Independents,13.0
MountainWest,11.9
MAC,11.1
FCS,0.7
