Conference,Score
Big Ten Conference,27.1
Southeastern Conference,26.5
Big 12 Conference,24.8
Atlantic Coast Conference,23.0
American Athletic Conference,20.0
Pac-12 Conference,19.5
Mountain West Conference,18.8
Independent,17.0
Conference USA,15.3
Sun Belt Conference,15.1
Mid-American Conference,14.9
FCS,1.0
