Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
Cincinnati,34,34,0,32.8,17.9,9.7
EastCarolina,44,38,-6,29.2,23.1,6.1
SouthFlorida,123,122,-1,4.0,-7.9,3.7
Temple,117,117,0,7.0,-8.4,6.5
UCF,10,14,4,46.2,36.7,8.7
Houston,59,62,3,24.6,15.0,7.3
Memphis,64,65,1,22.6,17.2,5.3
Navy,79,78,-1,17.5,21.1,8.3
SouthernMethodist,54,61,7,25.7,17.0,9.1
Tulane,18,12,-6,39.9,26.4,7.7
Tulsa,107,107,0,10.0,-0.1,6.3
BostonCollege,110,115,5,9.2,-2.2,5.8
Clemson,9,11,2,47.0,31.7,9.6
FloridaState,16,23,7,42.1,37.5,8.2
Louisville,29,22,-7,34.5,32.3,8.1
NorthCarolinaState,32,26,-6,33.4,24.0,8.2
Syracuse,45,31,-14,29.0,22.7,9.0
WakeForest,47,41,-6,28.8,22.3,7.5
Duke,35,37,2,32.2,22.1,7.6
GeorgiaTech,93,87,-6,12.7,1.6,3.3
MiamiFL,73,81,8,18.7,9.4,9.5
NorthCarolina,21,24,3,38.0,20.3,6.1
Pittsburgh,42,52,10,29.8,24.1,8.7
Virginia,100,89,-11,11.1,3.1,2.9
VirginiaTech,113,113,0,8.2,0.6,5.4
Indiana,108,105,-3,9.8,-0.5,5.3
Maryland,53,43,-10,26.1,17.6,7.2
Michigan,3,3,0,65.8,48.7,12.5
MichiganState,67,71,4,20.4,12.7,9.9
OhioState,2,1,-1,68.6,52.0,14.5
PennState,8,15,7,47.1,38.0,9.6
Rutgers,86,82,-4,15.5,8.0,6.0
Illinois,24,19,-5,36.2,28.3,8.3
Iowa,50,56,6,27.8,20.6,5.9
Minnesota,20,28,8,38.5,31.9,9.3
Nebraska,101,99,-2,11.0,2.7,5.4
Northwestern,119,119,0,5.5,-2.4,4.5
Purdue,46,54,8,28.8,22.4,8.4
Wisconsin,51,44,-7,26.4,24.9,8.4
Baylor,26,20,-6,35.9,34.8,10.4
IowaState,62,55,-7,23.6,27.0,7.3
Kansas,28,21,-7,34.5,32.4,9.0
KansasState,12,18,6,45.8,43.1,10.1
Oklahoma,48,42,-6,28.4,28.8,9.5
OklahomaState,31,35,4,33.9,24.7,10.3
TCU,4,5,1,60.4,42.5,11.1
Texas,17,10,-7,41.0,43.8,11.6
TexasTech,49,57,8,28.3,28.6,7.7
WestVirginia,66,69,3,22.2,23.7,7.2
Charlotte,129,130,1,0.9,-24.6,7.0
FloridaAtlantic,77,85,8,17.8,7.5,2.9
FloridaInternational,132,129,-3,0.0,-28.0,7.7
MiddleTennessee,95,101,6,11.9,-4.2,7.7
WesternKentucky,61,63,2,23.6,11.3,5.6
LouisianaTech,122,121,-1,4.1,-16.6,6.6
NorthTexas,81,75,-6,16.8,5.7,2.6
Rice,98,96,-2,11.5,-5.1,8.1
UAB,63,67,4,22.8,17.6,8.8
UTEP,114,114,0,8.0,-9.4,3.4
UTSA,39,47,8,31.2,15.6,6.5
Army,76,77,1,17.8,18.2,7.3
BrighamYoung,70,68,-2,19.5,10.9,8.9
Connecticut,88,90,2,14.9,-0.0,3.2
Liberty,41,32,-9,30.2,14.3,6.4
Massachusetts,126,127,1,1.9,-19.1,5.8
NewMexicoState,120,125,5,5.0,-17.1,5.9
NotreDame,23,25,2,36.6,29.0,9.3
Akron,128,126,-2,1.3,-21.9,6.0
BowlingGreen,115,104,-11,7.8,-12.4,3.3
Buffalo,90,86,-4,13.4,-1.2,4.6
KentState,84,91,7,16.2,9.7,5.9
MiamiOH,104,95,-9,10.4,-3.8,4.3
Ohio,69,80,11,19.7,2.7,2.5
BallState,91,97,6,12.9,-2.2,3.7
CentralMichigan,89,98,9,13.5,3.6,7.4
EasternMichigan,116,118,2,7.7,-13.6,4.6
NorthernIllinois,103,111,8,10.9,2.5,2.2
Toledo,55,58,3,25.5,11.7,5.4
WesternMichigan,118,116,-2,6.4,-10.1,9.4
AirForce,22,29,7,37.9,30.9,7.8
BoiseState,43,53,10,29.4,17.7,5.4
ColoradoState,127,128,1,1.7,-22.1,9.6
NewMexico,121,120,-1,4.7,-11.5,6.3
UtahState,111,112,1,8.8,-10.4,5.2
Wyoming,72,70,-2,19.0,1.5,2.9
FresnoState,74,79,5,18.4,4.2,5.5
Hawaii,130,132,2,0.7,-25.5,7.9
Nevada,125,124,-1,2.7,-18.7,8.1
SanDiegoState,78,84,6,17.7,2.9,3.4
SanJoseState,85,74,-11,16.0,-2.1,7.2
UNLV,96,94,-2,11.9,-0.3,5.3
California,99,92,-7,11.4,3.9,4.3
Oregon,14,8,-6,45.0,34.9,8.9
OregonState,30,39,9,34.1,25.1,6.9
Stanford,109,103,-6,9.4,-1.6,3.8
Washington,33,40,7,32.9,18.0,6.8
WashingtonState,56,60,4,25.2,16.0,5.7
Arizona,94,110,16,12.1,0.3,4.8
ArizonaState,102,100,-2,10.9,2.5,6.9
Colorado,124,123,-1,3.3,-12.7,4.3
UCLA,19,9,-10,39.5,27.2,7.6
USC,15,17,2,43.6,27.5,8.8
Utah,11,16,5,45.9,36.2,9.8
Florida,38,51,13,31.3,26.7,7.1
Georgia,1,2,1,69.0,52.4,14.7
Kentucky,60,48,-12,24.6,15.0,8.9
Missouri,71,64,-7,19.1,16.5,5.0
SouthCarolina,68,59,-9,20.1,7.2,6.5
Tennessee,5,4,-1,60.3,48.7,12.0
Vanderbilt,87,93,6,15.1,7.1,2.2
Alabama,6,6,0,55.4,49.5,14.0
Arkansas,58,50,-8,24.8,21.6,9.2
Auburn,75,83,8,17.8,13.5,5.2
LSU,13,13,0,45.4,35.6,8.8
MississippiState,52,46,-6,26.3,18.1,7.9
OleMiss,7,7,0,49.0,38.7,10.7
TexasAM,92,88,-4,12.8,7.9,7.5
AppalachianState,57,49,-8,25.2,22.3,6.4
CoastalCarolina,36,36,0,32.2,12.9,6.6
GeorgiaSouthern,83,73,-10,16.2,4.4,5.6
GeorgiaState,80,72,-8,16.9,11.4,4.8
JamesMadison,25,30,5,36.1,30.6,10.6
Marshall,40,45,5,30.5,25.4,7.6
OldDominion,112,106,-6,8.8,-3.5,4.4
ArkansasState,106,109,3,10.1,0.4,3.4
LouisianaLafayette,65,66,1,22.2,13.6,4.1
