Conference,Score
Southeastern Conference,29.1
Big Ten Conference,28.9
Big 12 Conference,25.9
Atlantic Coast Conference,25.3
American Athletic Conference,21.1
Pac-12 Conference,20.6
Mountain West Conference,18.7
Independent,18.5
Conference USA,16.3
Mid-American Conference,16.1
Sun Belt Conference,14.9
FCS,1.1
