Conference,Score
Big12,35.5
SEC,34.2
B1G,30.2
ACC,26.9
Pac12,25.7
AAC,23.3
SunBelt,22.7
Independents,16.9
MountainWest,13.1
CUSA,12.7
MAC,11.5
FCS,0.3
