Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
Cincinnati,21,23,2,32.0,25.5,11.4
EastCarolina,59,67,8,20.6,17.6,7.0
SouthFlorida,123,119,-4,5.3,0.9,2.4
Temple,121,116,-5,5.8,-5.7,7.7
UCF,14,24,10,35.5,30.5,8.8
Houston,67,64,-3,19.1,18.1,9.0
Memphis,62,55,-7,19.7,16.0,5.7
Navy,88,88,0,13.2,12.8,5.7
SouthernMethodist,57,68,11,20.9,21.6,10.7
Tulane,22,26,4,31.3,21.6,8.2
Tulsa,94,94,0,12.7,11.5,5.5
BostonCollege,108,106,-2,10.5,6.2,4.1
Clemson,7,8,1,42.8,32.2,11.5
FloridaState,38,32,-6,25.2,26.0,9.4
Louisville,49,52,3,22.5,24.8,8.4
NorthCarolinaState,26,17,-9,30.2,27.3,10.2
Syracuse,8,11,3,41.3,31.5,11.0
WakeForest,18,18,0,33.3,27.3,8.9
Duke,72,60,-12,18.2,13.2,6.1
GeorgiaTech,84,86,2,14.1,8.0,3.5
MiamiFL,64,70,6,19.7,19.2,10.0
NorthCarolina,27,28,1,30.0,21.1,7.4
Pittsburgh,42,43,1,24.2,20.2,10.6
Virginia,99,101,2,11.9,9.5,3.2
VirginiaTech,109,104,-5,10.0,7.5,5.4
Indiana,83,82,-1,14.4,11.6,4.5
Maryland,30,33,3,29.4,26.1,8.6
Michigan,3,5,2,48.8,39.5,14.4
MichiganState,71,79,8,18.2,19.9,11.1
OhioState,1,1,0,55.5,49.2,16.9
PennState,16,10,-6,34.1,28.6,11.7
Rutgers,75,77,2,16.4,12.7,6.8
Illinois,15,21,6,34.9,27.8,8.6
Iowa,61,63,2,20.2,20.3,6.5
Minnesota,24,16,-8,30.4,30.4,11.6
Nebraska,81,81,0,14.7,12.1,5.0
Northwestern,120,123,3,6.0,-0.0,4.4
Purdue,25,29,4,30.2,27.3,10.3
Wisconsin,60,51,-9,20.4,24.8,10.4
Baylor,36,30,-6,25.3,30.5,12.4
IowaState,55,54,-1,21.2,26.5,8.5
Kansas,32,27,-5,27.0,22.3,8.7
KansasState,19,20,1,33.1,27.2,9.1
Oklahoma,46,59,13,23.4,22.8,11.7
OklahomaState,10,7,-3,37.9,33.9,12.5
TCU,9,12,3,39.2,28.9,9.1
Texas,11,14,3,37.3,38.4,12.4
TexasTech,48,50,2,22.8,25.4,9.1
WestVirginia,50,65,15,22.4,24.7,8.7
Charlotte,126,126,0,3.1,-8.9,6.4
FloridaAtlantic,86,98,12,13.6,9.7,3.1
FloridaInternational,132,132,0,0.0,-20.2,9.1
MiddleTennessee,93,78,-15,12.8,7.9,8.8
WesternKentucky,56,69,13,21.2,18.7,5.5
LouisianaTech,111,103,-8,8.6,1.3,2.4
NorthTexas,96,91,-5,12.5,4.9,3.2
Rice,77,74,-3,15.4,10.7,8.4
UAB,41,40,-1,24.5,20.7,10.3
UTEP,114,115,1,7.9,-2.7,1.7
UTSA,44,45,1,23.7,17.1,7.7
Army,95,108,13,12.6,11.2,8.9
BrighamYoung,58,39,-19,20.8,18.0,9.7
Connecticut,115,118,3,7.4,-2.5,3.3
Liberty,40,36,-4,24.7,13.8,7.8
Massachusetts,130,127,-3,1.4,-15.1,6.2
NewMexicoState,128,130,2,2.5,-13.3,5.5
NotreDame,54,37,-17,21.7,23.2,11.4
Akron,129,128,-1,2.5,-11.1,5.0
BowlingGreen,117,122,5,7.0,-4.7,3.2
Buffalo,79,85,6,15.3,7.9,4.3
KentState,102,93,-9,11.3,10.9,7.2
MiamiOH,101,90,-11,11.4,5.0,3.9
Ohio,92,105,13,12.8,3.3,0.9
BallState,90,92,2,13.0,3.6,2.0
CentralMichigan,105,109,4,11.0,10.2,6.8
EasternMichigan,116,107,-9,7.3,-5.6,3.8
NorthernIllinois,110,121,11,9.6,6.3,2.3
Toledo,39,49,10,24.9,19.0,6.4
WesternMichigan,118,111,-7,6.8,-1.3,6.8
AirForce,35,53,18,25.5,19.9,9.0
BoiseState,63,62,-1,19.7,12.7,6.7
ColoradoState,127,124,-3,2.9,-10.3,6.9
NewMexico,119,114,-5,6.4,-2.7,3.1
UtahState,112,117,5,8.6,-1.3,5.6
Wyoming,80,80,0,15.1,7.6,3.3
FresnoState,100,113,13,11.5,8.6,5.7
Hawaii,125,129,4,3.2,-11.2,7.4
Nevada,122,120,-2,5.7,-4.6,4.3
SanDiegoState,97,95,-2,12.1,4.1,3.0
SanJoseState,65,46,-19,19.4,12.2,7.4
UNLV,89,72,-17,13.1,3.8,4.5
California,85,71,-14,13.8,7.5,4.6
Oregon,20,22,2,32.4,26.1,8.9
OregonState,34,47,13,25.7,20.3,8.6
Stanford,91,110,19,12.8,11.9,2.8
Washington,37,42,5,25.2,19.5,8.5
WashingtonState,68,56,-12,19.1,14.8,6.4
Arizona,107,99,-8,10.8,3.6,4.4
ArizonaState,87,89,2,13.5,13.5,7.0
Colorado,124,125,1,5.1,-3.2,2.3
UCLA,13,13,0,36.2,25.1,8.3
USC,12,9,-3,37.0,30.7,10.5
Utah,17,25,8,33.5,32.5,12.2
Florida,53,41,-12,21.7,19.6,8.8
Georgia,2,3,1,53.2,44.9,18.0
Kentucky,31,38,7,28.0,23.8,10.6
Missouri,82,84,2,14.6,16.3,5.6
SouthCarolina,43,48,5,24.0,19.9,7.4
Tennessee,4,4,0,48.0,39.9,13.7
Vanderbilt,98,87,-11,12.1,6.5,2.6
Alabama,5,2,-3,47.6,45.3,16.5
Arkansas,47,61,14,23.3,22.6,11.5
Auburn,74,73,-1,16.5,16.1,6.0
LSU,29,35,6,29.5,26.3,9.6
MississippiState,23,19,-4,30.4,27.6,9.5
OleMiss,6,6,0,45.3,34.2,12.9
TexasAM,52,58,6,21.7,23.3,8.0
AppalachianState,66,66,0,19.2,18.3,7.3
CoastalCarolina,51,31,-20,22.0,10.1,8.1
GeorgiaSouthern,70,75,5,18.9,14.6,6.0
GeorgiaState,103,102,-1,11.3,8.0,5.2
JamesMadison,28,15,-13,30.0,22.7,10.2
Marshall,73,57,-16,17.7,15.3,8.8
OldDominion,76,96,20,15.6,11.0,3.4
ArkansasState,104,97,-7,11.1,10.4,3.5
LouisianaLafayette,69,76,7,18.9,14.6,4.7
LouisianaMonroe,113,112,-1,8.5,3.2,3.4
SouthAlabama,33,34,1,26.9,18.3,7.3
SouthernMiss,78,83,5,15.4,10.6,6.0
TexasState,106,100,-6,10.9,3.8,4.5
Troy,45,44,-1,23.6,15.2,5.7
FCS,131,131,0,0.7,-12.1,4.4
