Conference,Score
Big12,35.4
SEC,33.6
B1G,30.5
ACC,26.8
Pac12,26.1
AAC,23.6
SunBelt,21.8
Independents,18.0
MountainWest,14.1
CUSA,13.5
MAC,12.1
FCS,0.4
