Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
Cincinnati,33,33,0,32.4,10.0,9.4
EastCarolina,54,54,0,26.4,9.8,5.8
SouthFlorida,121,121,0,4.1,-14.0,5.3
Temple,119,119,0,6.2,-17.3,6.1
UCF,27,27,0,36.4,19.1,8.5
Houston,57,57,0,25.3,7.8,6.9
Memphis,63,62,-1,23.7,10.3,5.2
Navy,73,73,0,19.7,15.5,9.8
SouthernMethodist,61,61,0,23.9,5.3,9.0
Tulane,13,13,0,44.8,20.5,7.3
Tulsa,92,92,0,13.3,-6.8,7.3
BostonCollege,118,118,0,7.4,-13.5,7.4
Clemson,11,11,0,47.1,24.4,8.5
FloridaState,12,12,0,45.1,28.5,8.6
Louisville,32,32,0,33.3,22.1,7.8
NorthCarolinaState,34,34,0,31.4,13.0,7.7
Syracuse,46,46,0,27.6,11.9,8.9
WakeForest,43,43,0,28.6,13.7,6.8
Duke,37,37,0,31.2,12.7,7.6
GeorgiaTech,88,88,0,14.3,-4.5,3.5
MiamiFL,87,87,0,15.4,-2.0,10.4
NorthCarolina,39,39,0,29.6,8.5,5.8
Pittsburgh,31,31,0,34.2,17.5,7.6
Virginia,101,101,0,11.2,-5.7,4.4
VirginiaTech,108,108,0,10.0,-7.1,6.2
Indiana,98,98,0,12.0,-5.3,6.1
Maryland,44,44,0,27.9,12.4,6.5
Michigan,2,2,0,70.5,42.7,11.8
MichiganState,76,76,0,18.0,4.0,9.9
OhioState,3,3,0,62.3,39.5,12.7
PennState,7,7,0,52.6,32.9,9.2
Rutgers,99,99,0,12.0,-5.3,7.3
Illinois,23,24,1,37.8,23.3,7.4
Iowa,53,53,0,26.6,10.2,5.5
Minnesota,20,20,0,38.8,24.9,8.2
Nebraska,95,95,0,12.7,-3.2,5.8
Northwestern,120,120,0,5.2,-9.3,4.6
Purdue,42,42,0,28.9,12.0,7.9
Wisconsin,48,48,0,27.4,17.7,7.4
Baylor,38,38,0,31.1,25.1,9.2
IowaState,74,74,0,19.4,14.5,6.8
Kansas,51,51,0,26.9,16.6,8.5
KansasState,8,8,0,49.2,32.6,11.1
Oklahoma,41,41,0,28.9,20.7,8.4
OklahomaState,47,47,0,27.6,11.8,10.2
TCU,6,6,0,55.3,30.0,12.0
Texas,10,10,0,47.3,38.5,11.3
TexasTech,36,36,0,31.2,18.3,7.0
WestVirginia,65,65,0,22.8,15.0,6.5
Charlotte,129,129,0,1.9,-31.2,7.8
FloridaAtlantic,91,91,0,13.9,-5.4,4.0
FloridaInternational,132,132,0,0.0,-37.2,8.2
MiddleTennessee,85,85,0,15.8,-9.0,7.7
WesternKentucky,68,68,0,22.7,1.4,5.5
