Team,Strength,StandardDeviation,PointsMargin,AverageOpponentStrength,RushingYardsMargin,HomeFieldCorrection,GamesPlayed
georgia,36.397606130221824,17.157996075757936,18.214285714285715,0.0,110.92857142857143,-0.015306122448979591,1
florida,28.618706088063703,13.49098742910305,17.76923076923077,0.0,25.384615384615383,-0.01183431952662722,1
missouri,9.833927561881397,4.635757909802419,5.916666666666667,0.0,16.916666666666668,-0.013888888888888888,1
kentucky,19.30817892131458,9.101962831749796,7.846153846153846,0.0,122.53846153846153,-0.02366863905325444,1
tennessee,8.995242992693614,4.240398212369619,2.4615384615384617,0.0,3.8461538461538463,-0.02366863905325444,1
south-carolina,10.501942244045484,4.950663050929353,-3.6666666666666665,0.0,-8.416666666666666,-0.020833333333333332,1
vanderbilt,-15.329778106692238,7.226526702218104,-15.25,0.0,-82.41666666666667,-0.013888888888888888,1
alabama,37.09356418016446,17.486073846781807,28.615384615384617,0.0,31.307692307692307,-0.01775147928994083,1
texas-am,20.450558522387027,9.640485740154807,7.0,0.0,28.846153846153847,-0.01775147928994083,1
auburn,34.66039080654812,16.339064918590697,13.692307692307692,0.0,76.23076923076923,-0.01775147928994083,1
louisiana-state,44.07172130130958,20.775608660479747,26.533333333333335,0.0,45.733333333333334,-0.008888888888888889,1
mississippi,15.647202283606399,7.37616189422381,0.08333333333333333,0.0,112.25,-0.013888888888888888,1
mississippi-state,16.04159313707478,7.562079525507439,-1.2307692307692308,0.0,68.15384615384616,-0.01775147928994083,1
arkansas,-12.472561528443316,5.87962189035248,-15.416666666666666,0.0,-74.75,-0.020833333333333332,1
buffalo,8.624014148588746,4.065399257010554,10.153846153846153,0.0,156.07692307692307,0.0,1
kent-state,-15.905874600265586,7.498101193700441,-2.6153846153846154,0.0,-59.0,0.01183431952662722,1
miami-oh,-11.663950958062546,5.49843921191557,-4.0,0.0,-40.57142857142857,0.01020408163265306,1
ohio,-1.9671545438996407,0.9273255450889106,7.769230769230769,0.0,55.30769230769231,0.0,1
akron,-55.88090182926979,26.34250974819761,-25.75,0.0,-165.33333333333334,0.0,1
bowling-green-state,-38.136790473915056,17.97785543786391,-22.583333333333332,0.0,-80.33333333333333,0.0,1
ball-state,-3.0020448194628804,1.4151774995120983,3.4166666666666665,0.0,40.083333333333336,-0.006944444444444444,1
toledo,-15.653477020730314,7.3791198336708,-4.916666666666667,0.0,6.666666666666667,0.0,1
western-michigan,-3.390823551297432,1.5984495512863102,7.153846153846154,0.0,23.46153846153846,0.0,1
central-michigan,-6.348650192716409,2.9927824017673696,2.142857142857143,0.0,59.57142857142857,0.0,1
eastern-michigan,-18.804125168861148,8.864349614121567,-1.4615384615384615,0.0,-71.76923076923077,0.01183431952662722,1
northern-illinois,-19.758045274992078,9.314031864625148,-5.333333333333333,0.0,-38.416666666666664,0.013888888888888888,1
oklahoma,22.25967376444344,11.877124688065422,31.42857142857143,-17.08485721194618,87.78571428571428,-0.5025510204081632,2
