Conference,Score
Pacific-10 Conference,32.4
Big East Conference,32.2
Southeastern Conference,31.9
Big 12 Conference,30.8
Big Ten Conference,27.6
Atlantic Coast Conference,24.0
Mountain West Conference,23.3
Western Athletic Conference,18.3
Independent,17.6
Conference USA,13.1
Sun Belt Conference,9.4
Mid-American Conference,7.9
FCS,1.4
