Conference,Score
Pacific-10 Conference,34.5
Southeastern Conference,34.2
Big East Conference,33.1
Big 12 Conference,32.6
Big Ten Conference,28.9
Atlantic Coast Conference,26.1
Mountain West Conference,24.2
Western Athletic Conference,20.0
Independent,17.9
Conference USA,13.5
Sun Belt Conference,9.9
Mid-American Conference,8.4
FCS,1.7
