Conference,Score
Southeastern Conference,31.4
Big East Conference,30.4
Pacific-10 Conference,29.5
Big 12 Conference,29.0
Big Ten Conference,27.3
Atlantic Coast Conference,23.4
Mountain West Conference,23.0
Independent,16.8
Western Athletic Conference,16.4
Conference USA,13.2
Sun Belt Conference,9.8
Mid-American Conference,7.6
FCS,1.1
