Conference,Score
Pacific-10 Conference,34.9
Southeastern Conference,34.4
Big East Conference,34.1
Big 12 Conference,32.8
Big Ten Conference,29.8
Atlantic Coast Conference,26.0
Mountain West Conference,25.0
Western Athletic Conference,20.2
Independent,17.1
Conference USA,14.3
Sun Belt Conference,10.2
Mid-American Conference,9.0
FCS,1.8
