Conference,Score
Pacific-10 Conference,31.8
Southeastern Conference,31.5
Big East Conference,30.5
Big 12 Conference,29.5
Big Ten Conference,26.7
Mountain West Conference,23.5
Atlantic Coast Conference,22.9
Independent,17.0
Western Athletic Conference,16.9
Conference USA,14.0
Sun Belt Conference,9.8
Mid-American Conference,7.2
FCS,1.2
