Conference,Score
Pacific-10 Conference,32.5
Big East Conference,32.2
Southeastern Conference,32.0
Big 12 Conference,30.8
Big Ten Conference,27.5
Atlantic Coast Conference,23.4
Mountain West Conference,20.5
Western Athletic Conference,16.9
Independent,15.7
Conference USA,13.2
Mid-American Conference,8.3
Sun Belt Conference,7.8
FCS,0.8
