Conference,Score
Big East Conference,36.1
Southeastern Conference,34.0
Pacific-10 Conference,33.8
Big 12 Conference,31.5
Big Ten Conference,30.2
Atlantic Coast Conference,26.7
Mountain West Conference,25.8
Western Athletic Conference,21.3
Conference USA,17.3
Independent,15.1
Mid-American Conference,13.8
Sun Belt Conference,13.0
FCS,2.2
