Conference,Score
Southeastern Conference,31.6
Pacific-10 Conference,30.8
Big East Conference,29.4
Big 12 Conference,29.4
Big Ten Conference,27.3
Mountain West Conference,23.1
Atlantic Coast Conference,22.7
Western Athletic Conference,17.3
Independent,16.8
Conference USA,13.2
Sun Belt Conference,9.7
Mid-American Conference,7.7
FCS,1.2
