Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,42,14,-28,35.5,28.9,15.8
tennessee,45,60,15,33.0,24.1,10.3
florida,7,9,2,52.6,36.9,18.1
kentucky,33,43,10,39.6,17.4,8.8
south-carolina,22,44,22,44.3,24.4,8.3
vanderbilt,72,55,-17,21.7,1.4,2.0
louisiana-state,1,2,1,68.0,60.0,25.6
auburn,52,30,-22,29.8,17.6,12.4
arkansas,21,11,-10,45.0,33.0,17.1
mississippi-state,66,93,27,24.5,7.0,1.7
alabama,18,24,6,47.8,29.7,14.5
mississippi,74,61,-13,21.4,0.8,0.2
southern-california,25,12,-13,43.5,30.5,15.9
arizona-state,15,10,-5,50.5,33.7,17.3
oregon-state,50,16,-34,31.1,20.3,15.6
oregon,9,28,19,52.2,36.2,13.0
ucla,17,21,4,50.3,33.4,15.2
arizona,62,65,3,25.8,9.5,7.4
california,14,8,-6,50.5,33.8,18.1
washington-state,54,67,13,28.2,14.5,6.9
stanford,109,111,2,10.0,-17.1,9.3
washington,8,20,12,52.2,36.3,15.2
west-virginia,3,1,-2,59.8,47.7,26.6
connecticut,29,37,8,41.4,20.1,10.2
cincinnati,10,22,12,51.4,35.1,15.1
south-florida,38,51,13,37.0,13.5,4.3
rutgers,16,19,3,50.4,33.6,15.3
louisville,13,5,-8,50.5,33.8,22.3
pittsburgh,46,48,2,31.9,5.8,7.2
syracuse,108,106,-2,10.4,-10.9,5.7
kansas,5,17,12,55.9,41.9,15.6
missouri,32,41,9,39.8,17.7,9.5
colorado,61,53,-8,25.9,9.7,3.4
kansas-state,60,68,8,26.4,10.7,6.5
nebraska,6,3,-3,53.9,38.9,24.2
iowa-state,115,105,-10,6.3,-23.1,5.2
oklahoma,2,4,2,62.3,51.5,23.6
texas,12,34,22,50.6,33.9,11.7
texas-tech,36,33,-3,38.0,15.0,11.7
oklahoma-state,44,62,18,33.9,25.8,8.8
texas-am,28,36,8,41.9,20.8,10.9
baylor,85,95,10,17.5,-7.0,2.1
boston-college,19,31,12,46.7,28.0,12.0
clemson,30,25,-5,41.3,19.9,14.2
wake-forest,70,63,-7,22.9,26.8,8.6
florida-state,57,57,0,26.7,11.3,10.9
maryland,51,52,1,30.4,3.6,4.1
north-carolina-state,100,96,-4,12.6,-4.3,2.7
virginia-tech,58,42,-16,26.5,10.9,9.4
virginia,88,94,6,16.8,-8.3,2.0
georgia-tech,4,7,3,58.3,45.4,20.8
north-carolina,79,73,-6,20.1,-1.9,2.8
miami-fl,49,29,-20,31.7,21.3,12.9
duke,113,115,2,7.3,-20.2,10.2
ohio-state,23,26,3,44.1,24.2,13.1
illinois,59,69,10,26.5,10.9,6.3
michigan,96,76,-20,13.9,-0.2,4.2
wisconsin,20,23,3,46.4,27.6,14.5
penn-state,11,13,2,51.3,34.9,15.9
iowa,26,32,6,43.3,23.0,12.0
purdue,35,49,14,38.1,15.2,5.5
indiana,31,46,15,40.0,18.0,7.9
michigan-state,27,35,8,42.2,21.3,11.0
northwestern,55,59,4,27.8,-0.4,0.9
minnesota,64,78,14,25.3,8.5,3.3
brigham-young,43,15,-28,34.2,26.4,15.6
air-force,24,39,15,43.6,23.3,9.8
new-mexico,68,87,19,23.5,5.1,0.3
utah,97,75,-22,13.7,-0.9,4.7
texas-christian,48,18,-30,31.8,21.5,15.4
san-diego-state,104,90,-14,11.8,-12.5,4.7
