Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,41,42,1,28.1,19.4,14.3
tennessee,64,45,-19,19.9,16.6,10.6
florida,2,7,5,56.2,48.9,17.2
kentucky,17,33,16,40.1,26.3,8.3
south-carolina,34,22,-12,31.0,13.5,10.2
vanderbilt,59,72,13,20.9,6.7,1.7
louisiana-state,1,1,0,64.3,60.2,26.5
auburn,66,52,-14,19.4,15.5,10.4
arkansas,24,21,-3,35.7,41.5,15.8
mississippi-state,49,66,17,23.5,11.3,4.3
alabama,14,18,4,43.3,30.8,13.9
mississippi,90,74,-16,11.9,-2.1,0.3
southern-california,6,25,19,51.5,47.5,14.7
arizona-state,19,15,-4,38.4,23.9,16.1
oregon-state,29,50,21,34.5,30.5,12.9
oregon,4,9,5,53.9,45.7,15.3
ucla,38,17,-21,29.4,21.6,15.1
arizona,74,62,-12,15.3,5.9,6.1
california,12,14,2,43.6,31.2,16.5
washington-state,50,54,4,23.5,11.3,6.7
stanford,87,109,22,12.2,-5.4,8.4
washington,37,8,-29,30.3,23.1,15.9
west-virginia,5,3,-2,52.3,43.4,23.9
connecticut,40,29,-11,28.6,10.2,9.5
cincinnati,8,10,2,49.9,40.1,15.5
south-florida,39,38,-1,29.1,13.8,5.6
rutgers,7,16,9,51.2,41.9,15.2
louisville,26,13,-13,34.6,30.7,19.0
pittsburgh,47,46,-1,24.4,12.9,5.9
syracuse,116,108,-8,1.8,-23.5,5.2
kansas,9,5,-4,47.8,37.1,17.8
missouri,22,32,10,36.1,20.8,8.6
colorado,81,61,-20,13.4,1.5,4.1
kansas-state,46,60,14,24.8,13.5,5.7
nebraska,32,6,-26,33.3,28.4,20.9
iowa-state,102,115,13,7.9,-11.5,9.4
oklahoma,3,2,-1,55.8,48.3,23.3
texas,15,12,-3,42.9,30.2,14.2
texas-tech,33,36,3,31.6,14.5,9.7
oklahoma-state,62,44,-18,20.3,17.6,10.8
texas-am,18,28,10,39.8,25.9,10.0
baylor,94,85,-9,10.4,-11.6,2.9
boston-college,11,19,8,45.3,33.6,12.4
clemson,36,30,-6,30.4,12.8,11.9
wake-forest,58,70,12,21.1,19.4,11.1
florida-state,43,57,14,25.3,14.3,8.9
maryland,65,51,-14,19.8,4.8,3.3
north-carolina-state,86,100,14,12.3,-1.2,2.3
virginia-tech,45,58,13,24.9,13.7,7.7
virginia,73,88,15,16.0,-1.8,3.4
georgia-tech,20,4,-16,36.6,34.2,20.6
north-carolina,95,79,-16,10.1,-6.2,2.4
miami-fl,53,49,-4,22.4,9.3,11.3
duke,106,113,7,5.9,-16.0,9.6
ohio-state,10,23,13,45.5,33.9,11.9
illinois,42,59,17,26.6,16.7,5.6
michigan,67,96,29,19.2,15.0,4.0
wisconsin,30,20,-10,34.1,17.9,13.4
penn-state,13,11,-2,43.6,31.2,15.8
iowa,52,26,-26,22.5,9.5,11.1
purdue,21,35,14,36.4,21.1,6.4
indiana,23,31,8,35.8,20.3,8.0
michigan-state,27,27,0,34.6,18.6,10.2
northwestern,76,55,-21,14.9,-3.8,0.9
minnesota,75,64,-11,15.2,5.6,3.7
brigham-young,57,43,-14,21.4,20.1,13.7
air-force,16,24,8,42.1,29.1,10.2
new-mexico,55,68,13,22.1,8.8,2.3
utah,61,97,36,20.5,18.0,4.6
texas-christian,56,48,-8,21.5,20.4,12.9
san-diego-state,104,104,0,6.4,-10.6,5.3
wyoming,44,41,-3,25.1,14.1,8.2
colorado-state,91,90,-1,11.4,4.2,3.3
nevada-las-vegas,97,77,-20,9.3,-8.1,3.2
hawaii,31,39,8,34.0,17.8,10.7
boise-state,28,34,6,34.5,30.6,18.3
fresno-state,72,65,-7,16.0,7.5,4.1
nevada,89,101,12,12.0,-1.9,1.9
louisiana-tech,83,76,-7,13.1,0.7,5.3
san-jose-state,117,106,-11,1.8,-23.6,4.1
utah-state,112,111,-1,3.5,-17.6,9.7
new-mexico-state,71,81,10,16.2,-1.5,2.5
idaho,93,93,0,10.6,-5.0,5.3
navy,54,53,-1,22.1,21.8,8.4
western-kentucky,25,37,12,35.6,32.4,29.1
army,99,105,6,8.0,-11.1,7.9
notre-dame,107,92,-15,5.4,-10.8,2.2
central-florida,63,56,-7,20.0,10.1,1.5
east-carolina,80,67,-13,13.9,2.5,5.9
memphis,88,94,6,12.1,-5.6,2.7
southern-mississippi,51,63,12,22.8,10.1,6.1
marshall,114,103,-11,2.5,-21.1,3.0
alabama-birmingham,98,110,12,9.3,-8.2,7.9
tulsa,35,40,5,30.8,16.4,8.2
houston,48,69,21,24.4,19.0,6.4
tulane,113,114,1,2.9,-21.0,9.9
rice,118,116,-2,1.6,-24.2,10.3
texas-el-paso,84,73,-11,12.9,0.2,4.5
southern-methodist,101,91,-10,7.9,-11.4,4.1
troy,69,98,29,17.4,10.7,1.0
florida-atlantic,78,80,2,14.7,-4.2,2.6
louisiana-monroe,103,95,-8,6.9,-5.6,1.8
middle-tennessee-state,100,99,-1,7.9,-2.1,4.2
arkansas-state,60,75,15,20.7,11.6,4.7
louisiana-lafayette,110,89,-21,4.7,-13.4,3.3
north-texas,121,119,-2,0.0,-29.8,13.1
florida-international,115,118,3,2.1,-22.6,14.4
bowling-green-state,82,78,-4,13.4,-3.1,2.5
miami-oh,96,84,-12,10.0,-6.5,4.5
buffalo,79,82,3,13.9,2.6,8.3
ohio,77,47,-30,14.7,-4.0,2.5
temple,119,121,2,1.4,-25.0,17.5
akron,92,86,-6,11.0,-4.3,3.3
kent-state,68,87,19,18.2,2.1,3.6
central-michigan,85,71,-14,12.8,-0.1,3.8
ball-state,70,83,13,16.3,-1.4,5.7
western-michigan,105,102,-3,6.1,-8.5,2.7
eastern-michigan,109,117,8,4.7,-18.8,10.6
toledo,108,112,4,5.4,-11.1,7.9
northern-illinois,111,107,-4,3.8,-16.4,4.2
fcs,120,120,0,1.2,-21.6,11.2
