Conference,Score
Big East Conference,31.7
Southeastern Conference,31.2
Pacific-10 Conference,30.5
Big 12 Conference,30.4
Big Ten Conference,27.1
Atlantic Coast Conference,22.7
Mountain West Conference,21.4
Western Athletic Conference,16.3
Independent,15.2
Conference USA,11.9
Sun Belt Conference,8.2
Mid-American Conference,7.9
FCS,0.8
