Conference,Score
Big East Conference,31.2
Pacific-10 Conference,30.9
Southeastern Conference,30.9
Big 12 Conference,29.2
Big Ten Conference,26.7
Atlantic Coast Conference,23.1
Mountain West Conference,22.6
Western Athletic Conference,17.6
Independent,16.2
Conference USA,13.0
Sun Belt Conference,9.4
Mid-American Conference,7.3
FCS,1.1
