Conference,Score
Big East Conference,34.1
Southeastern Conference,34.0
Pacific-10 Conference,33.2
Big 12 Conference,32.8
Big Ten Conference,30.2
Atlantic Coast Conference,25.1
Mountain West Conference,23.0
Western Athletic Conference,18.4
Independent,18.4
Conference USA,14.1
Mid-American Conference,9.8
Sun Belt Conference,9.2
FCS,1.4
