Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,29,41,12,29.6,22.7,12.4
tennessee,54,64,10,21.4,18.2,9.2
florida,5,2,-3,51.0,43.3,18.3
kentucky,16,17,1,37.8,25.7,9.6
south-carolina,38,34,-4,25.6,16.2,8.8
vanderbilt,65,59,-6,17.4,5.8,2.6
louisiana-state,2,1,-1,59.6,54.8,25.0
auburn,49,66,17,22.6,20.6,9.0
arkansas,39,24,-15,25.5,34.8,16.0
mississippi-state,55,49,-6,21.2,9.2,5.8
alabama,21,14,-7,31.8,26.1,12.9
mississippi,87,90,3,9.4,0.4,1.1
southern-california,6,6,0,49.7,44.9,17.2
arizona-state,14,19,5,40.0,28.6,14.0
oregon-state,37,29,-8,26.0,27.3,12.6
oregon,4,4,0,51.3,43.7,17.1
ucla,20,38,18,32.5,27.3,13.1
arizona,75,74,-1,12.4,8.4,5.4
california,9,12,3,44.2,34.2,14.7
washington-state,64,50,-14,18.0,11.3,5.8
stanford,79,87,8,11.0,1.0,7.8
washington,47,37,-10,23.2,21.6,13.8
west-virginia,3,5,2,55.5,49.4,21.1
connecticut,26,40,14,30.4,15.9,8.4
cincinnati,10,8,-2,43.1,32.8,15.6
south-florida,28,39,11,30.1,17.5,5.6
rutgers,8,7,-1,45.1,38.4,15.9
louisville,53,26,-27,21.5,18.4,16.6
pittsburgh,67,47,-20,16.0,7.3,5.8
syracuse,105,116,11,4.6,-12.3,8.3
kansas,11,9,-2,42.1,31.4,16.3
missouri,18,22,4,33.1,19.5,8.3
colorado,61,81,20,19.1,13.5,3.9
kansas-state,48,46,-2,23.1,15.7,5.5
nebraska,33,32,-1,27.2,18.9,18.1
iowa-state,103,102,-1,5.1,-11.2,8.2
oklahoma,1,3,2,62.1,58.1,21.3
texas,12,15,3,41.8,31.1,13.2
texas-tech,46,33,-13,23.3,12.6,8.4
oklahoma-state,51,62,11,22.6,20.4,9.4
texas-am,32,18,-14,28.1,20.2,10.1
baylor,78,94,16,11.6,-6.1,4.2
boston-college,15,11,-4,38.4,26.5,12.8
clemson,19,36,17,32.8,19.0,10.4
wake-forest,60,58,-2,19.3,13.9,9.8
florida-state,44,43,-1,24.9,18.9,7.9
maryland,66,65,-1,16.0,7.4,2.9
north-carolina-state,97,86,-11,6.3,-7.9,2.2
virginia-tech,45,45,0,24.2,14.1,6.9
virginia,63,73,10,18.8,5.4,3.1
georgia-tech,41,20,-21,25.3,25.8,17.9
north-carolina,96,95,-1,6.4,-7.5,2.6
miami-fl,34,53,19,26.6,17.9,10.1
duke,101,106,5,5.2,-10.9,8.4
ohio-state,7,10,3,46.6,37.5,12.7
illinois,25,42,17,30.5,24.1,6.2
michigan,57,67,10,20.8,16.8,6.3
wisconsin,17,30,13,34.3,21.0,11.6
penn-state,23,13,-10,30.8,24.6,14.2
iowa,62,52,-10,19.0,13.2,9.9
purdue,30,21,-9,29.3,14.4,7.7
indiana,43,23,-20,25.1,15.5,8.0
michigan-state,27,27,0,30.4,15.8,9.0
northwestern,90,76,-14,8.2,-8.2,2.0
minnesota,86,75,-11,9.5,0.6,3.2
brigham-young,42,57,15,25.1,25.5,11.9
air-force,31,16,-15,28.3,20.6,10.9
new-mexico,36,55,19,26.0,17.0,3.6
utah,76,61,-15,12.3,8.1,7.7
texas-christian,58,56,-2,20.5,16.4,11.2
san-diego-state,85,104,19,9.5,-2.5,4.8
wyoming,35,44,9,26.5,17.7,7.2
colorado-state,83,91,8,9.7,9.3,2.9
nevada-las-vegas,71,97,26,14.9,5.1,3.7
hawaii,13,31,18,40.1,28.8,9.5
boise-state,22,28,6,31.6,30.7,16.0
fresno-state,74,72,-2,12.8,5.2,3.6
nevada,91,89,-2,8.1,-5.8,1.7
louisiana-tech,77,83,6,12.2,3.8,5.0
san-jose-state,116,117,1,2.3,-18.6,8.5
utah-state,109,112,3,3.0,-12.6,8.7
new-mexico-state,80,71,-9,11.0,-2.7,2.4
idaho,98,93,-5,5.6,-9.9,4.7
navy,52,54,2,21.8,18.9,8.5
western-kentucky,24,25,1,30.6,24.3,29.1
army,100,99,-1,5.2,-10.8,6.9
notre-dame,112,107,-5,2.7,-14.0,6.3
central-florida,50,63,13,22.6,14.9,3.7
east-carolina,89,80,-9,9.0,-0.7,5.4
memphis,99,88,-11,5.4,-12.1,2.4
southern-mississippi,59,51,-8,19.4,9.3,5.4
marshall,114,114,0,2.6,-14.4,7.8
alabama-birmingham,93,98,5,7.1,-8.1,6.9
tulsa,56,35,-21,20.8,11.6,7.4
houston,40,48,8,25.5,19.9,7.2
tulane,106,113,7,3.8,-15.9,9.4
rice,121,118,-3,0.0,-24.7,9.9
texas-el-paso,69,84,15,15.2,5.6,4.1
southern-methodist,95,101,6,6.6,-7.1,4.3
troy,68,69,1,16.0,7.2,4.7
florida-atlantic,84,78,-6,9.6,-9.4,2.7
louisiana-monroe,102,103,1,5.2,-6.6,2.7
middle-tennessee-state,113,100,-13,2.6,-14.2,3.8
arkansas-state,70,60,-10,14.9,10.1,4.7
louisiana-lafayette,108,110,2,3.1,-12.1,8.3
north-texas,118,121,3,0.5,-23.0,12.4
florida-international,117,115,-2,0.6,-22.2,12.5
