Conference,Score
Big East Conference,34.0
Pacific-10 Conference,33.3
Southeastern Conference,32.9
Big 12 Conference,30.4
Big Ten Conference,29.9
Atlantic Coast Conference,22.5
Mountain West Conference,20.0
Independent,17.8
Western Athletic Conference,15.7
Conference USA,13.4
Mid-American Conference,10.1
Sun Belt Conference,9.3
FCS,1.2
