Conference,Score
Big East Conference,32.7
Pacific-10 Conference,32.3
Southeastern Conference,32.3
Big 12 Conference,31.1
Big Ten Conference,28.1
Atlantic Coast Conference,25.4
Mountain West Conference,22.4
Western Athletic Conference,17.5
Independent,16.8
Conference USA,12.6
Sun Belt Conference,9.2
Mid-American Conference,7.9
FCS,1.1
