Conference,Score
Big 12 Conference,33.5
Pacific-10 Conference,29.4
Southeastern Conference,27.8
Big East Conference,27.6
Big Ten Conference,27.4
Atlantic Coast Conference,25.2
Mountain West Conference,22.5
Conference USA,17.1
Mid-American Conference,15.9
Western Athletic Conference,15.4
Independent,14.5
Sun Belt Conference,9.1
FCS,1.1
