Conference,Score
Big 12 Conference,29.4
Pacific-10 Conference,28.2
Big East Conference,24.7
Big Ten Conference,24.6
Southeastern Conference,24.4
Atlantic Coast Conference,23.0
Mountain West Conference,19.3
Mid-American Conference,15.5
Conference USA,15.1
Western Athletic Conference,13.3
Independent,8.3
Sun Belt Conference,8.1
FCS,1.3
