Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
tennessee,9,11,2,47.3,51.8,12.3
florida,5,9,4,51.7,55.6,13.1
south-carolina,24,20,-4,35.3,37.8,10.4
georgia,32,31,-1,29.5,33.1,8.6
kentucky,101,101,0,5.2,7.6,10.8
vanderbilt,96,93,-3,6.9,7.5,8.1
louisiana-state,34,41,7,29.5,37.2,9.0
auburn,35,36,1,28.7,29.8,8.1
mississippi,42,30,-12,26.0,25.7,9.1
alabama,50,43,-7,22.8,41.3,14.8
arkansas,43,51,8,25.6,30.6,9.8
mississippi-state,88,97,9,9.7,13.5,9.6
colorado,13,14,1,42.2,47.6,13.8
nebraska,1,1,0,73.6,72.6,17.9
iowa-state,44,27,-17,25.5,30.5,10.5
kansas-state,21,28,7,37.5,61.7,14.6
missouri,72,67,-5,16.2,25.6,10.8
kansas,87,84,-3,9.9,16.3,10.2
texas,3,3,0,56.2,59.8,13.8
oklahoma,4,5,1,52.0,54.3,12.6
texas-am,28,25,-3,31.7,32.5,10.0
texas-tech,36,40,4,28.7,35.9,11.7
oklahoma-state,84,83,-1,10.6,18.4,7.6
baylor,98,96,-2,6.7,6.8,12.9
oregon,6,8,2,51.2,53.3,13.8
washington-state,14,15,1,42.1,41.5,13.0
stanford,11,6,-5,43.1,54.5,17.5
washington,25,29,4,35.2,33.6,8.6
southern-california,57,63,6,20.8,31.8,9.4
ucla,10,7,-3,44.6,53.6,18.5
oregon-state,76,72,-4,15.5,23.8,7.5
arizona,77,79,2,15.4,20.1,7.0
arizona-state,47,44,-3,24.6,35.9,10.6
california,103,103,0,4.2,11.7,8.3
miami-fl,2,2,0,57.4,56.9,13.5
syracuse,19,16,-3,38.2,41.9,11.2
boston-college,23,22,-1,35.7,40.3,10.2
virginia-tech,16,4,-12,41.2,48.6,14.1
pittsburgh,75,85,10,15.8,24.7,8.4
temple,93,94,1,7.6,9.5,4.9
west-virginia,71,80,9,16.2,25.7,8.1
rutgers,116,105,-11,0.4,-12.1,9.1
illinois,12,19,7,42.3,43.2,11.0
michigan,17,12,-5,40.6,47.6,11.6
ohio-state,29,38,9,30.3,38.7,9.0
iowa,40,34,-6,26.5,39.8,14.3
purdue,37,23,-14,28.3,31.1,8.8
indiana,65,74,9,19.5,40.4,12.0
penn-state,73,77,4,16.2,22.3,9.6
michigan-state,30,42,12,30.2,34.2,10.3
wisconsin,58,68,10,20.7,28.2,6.9
minnesota,64,54,-10,19.9,34.4,9.5
northwestern,62,49,-13,20.1,27.0,8.2
maryland,8,13,5,47.4,48.4,14.0
florida-state,18,18,0,39.9,46.6,12.8
north-carolina,31,26,-5,29.8,42.0,11.8
georgia-tech,20,24,4,37.9,43.6,9.6
clemson,48,46,-2,23.8,27.5,9.7
north-carolina-state,49,56,7,23.6,27.1,8.8
wake-forest,61,66,5,20.2,27.1,11.1
virginia,90,92,2,8.5,8.9,7.2
duke,113,114,1,1.1,-5.9,10.6
brigham-young,7,10,3,48.0,43.5,10.8
colorado-state,66,64,-2,18.7,27.3,11.2
utah,15,21,6,41.4,48.8,12.9
new-mexico,54,59,5,21.5,29.7,10.4
air-force,63,61,-2,19.9,20.8,7.5
nevada-las-vegas,69,60,-9,17.1,31.2,9.2
san-diego-state,89,91,2,8.6,14.7,9.2
wyoming,104,104,0,4.1,-1.1,10.4
louisville,26,35,9,35.1,32.4,8.1
cincinnati,78,75,-3,14.8,12.2,6.3
alabama-birmingham,53,55,2,21.5,29.8,7.5
east-carolina,38,45,7,28.2,35.1,11.5
southern-mississippi,60,50,-10,20.6,24.4,7.0
texas-christian,68,58,-10,17.6,21.9,10.7
memphis,70,70,0,16.5,19.8,6.4
army,100,99,-1,6.0,4.6,9.6
tulane,102,100,-2,4.4,2.0,11.6
houston,114,113,-1,1.0,-7.2,9.9
louisiana-tech,67,69,2,17.6,16.9,8.9
fresno-state,27,32,5,33.7,35.5,9.5
boise-state,59,53,-6,20.6,25.0,9.6
hawaii,56,62,6,20.9,18.0,13.3
rice,41,33,-8,26.2,29.3,10.7
southern-methodist,91,89,-2,7.9,8.4,11.6
nevada,92,102,10,7.9,10.4,14.0
san-jose-state,95,95,0,7.0,7.8,10.1
texas-el-paso,108,108,0,2.2,-6.6,9.0
tulsa,109,110,1,1.8,-6.2,10.2
south-florida,55,65,10,21.3,21.3,8.3
troy,86,81,-5,10.2,7.1,16.0
central-florida,52,57,5,22.1,27.7,9.1
notre-dame,51,52,1,22.2,40.0,10.0
utah-state,85,88,3,10.3,15.0,9.0
connecticut,115,109,-6,0.9,-10.7,11.6
navy,107,107,0,2.4,-0.2,13.3
marshall,33,39,6,29.5,26.0,8.6
miami-oh,46,48,2,25.0,22.9,8.3
bowling-green-state,45,37,-8,25.1,29.7,11.1
kent-state,83,78,-5,10.9,10.4,15.6
akron,94,90,-4,7.5,11.1,6.5
buffalo,106,117,11,2.6,-4.7,12.7
ohio,97,86,-11,6.7,13.6,9.0
toledo,22,17,-5,37.0,37.6,12.9
northern-illinois,74,73,-1,16.0,16.5,8.7
ball-state,82,82,0,11.2,9.1,9.8
western-michigan,79,71,-8,14.3,15.4,7.7
central-michigan,99,98,-1,6.3,5.7,12.2
eastern-michigan,117,118,1,0.2,-12.8,9.6
middle-tennessee-state,39,47,8,27.0,25.8,6.1
north-texas,81,87,6,12.4,16.5,9.3
new-mexico-state,80,76,-4,12.9,20.4,7.3
louisiana-lafayette,105,106,1,3.7,-4.4,9.3
arkansas-state,118,112,-6,0.0,-13.3,10.6
louisiana-monroe,110,111,1,1.4,-7.6,13.3
idaho,111,116,5,1.3,-7.8,8.5
fcs,112,115,3,1.2,-5.7,9.5
