Conference,Score
Big 12 Conference,29.0
Big East Conference,25.8
Pacific-10 Conference,25.6
Southeastern Conference,24.2
Big Ten Conference,23.2
Atlantic Coast Conference,22.7
Mountain West Conference,19.0
Conference USA,15.6
Mid-American Conference,14.9
Western Athletic Conference,12.8
Independent,11.5
Sun Belt Conference,6.9
FCS,1.1
