Conference,Score
Big 12 Conference,33.0
Pacific-10 Conference,28.9
Big Ten Conference,27.1
Big East Conference,27.0
Southeastern Conference,26.0
Atlantic Coast Conference,25.2
Mountain West Conference,18.1
Conference USA,17.8
Mid-American Conference,17.2
Western Athletic Conference,16.0
Sun Belt Conference,9.4
Independent,8.9
FCS,2.9
